PGC,re,amp,n
PGC11970,16.511,0.39989709527990275,1.63
PGC11977,24.743,0.015248789727764346,0.837
PGC11982,7.817,0.9636795378794287,0.965
PGC11984,,fit fail,fit fail
PGC11995,7.564,2.021431927301359,0.684
PGC120,14.337,0.8523933026894018,1.201
PGC12007,58.099,0.11954202958076958,1.542
PGC1200845,40.08,0.0041263666634730285,2.328
PGC12011,,,
PGC12017,19.3,0.7037725137932282,1.131
PGC12032,,,
PGC1203369,10.729,0.04567896212343215,0.93
PGC12034,22.577,0.06700112754592341,1.321
PGC12038,18.176,0.27543622072783563,1.502
PGC12041,50.524,0.16304711724398158,1.303
PGC12053,24.735,0.037095911210015195,1.165
PGC12068,27.959,0.025024226352016423,1.171
PGC12070,13.591,0.3971768501159364,0.682
PGC12074,13.788,0.5203866826033997,1.425
PGC12079,17.715,0.4583246237686693,1.456
PGC1207979,,,
PGC12080,10.91,0.920738313594501,0.818
PGC1209,9.462,0.21302002230540637,0.686
PGC12112,15.84,0.12323074098721659,1.062
PGC12117,,,
PGC12119,,,
PGC1212,6.846,0.16229327973909574,0.701
PGC12120,7.745,0.8401446224539135,0.865
PGC12130,,,
PGC12131,8.382,2.4370401022652297,0.923
PGC12132,22.82,0.183535978838033,1.179
PGC12138,14.286,0.49970792722370505,0.609
PGC12141,,,
PGC1215162,7.217,0.0778760293874956,0.625
PGC12154,,,
PGC12157,15.503,0.750142144689752,0.962
PGC1215798,,,
PGC12159,,,
PGC12160,10.496,0.31334058446752344,1.218
PGC12163,19.833,0.3855829281597219,0.749
PGC12166,17.068,0.11084664373556974,1.912
PGC12174,,,
PGC12177,,,
PGC1218,28.317,0.01123220120624465,1.219
PGC12181,43.186,0.01642570030317966,1.192
PGC12184,16.385,0.299002979607214,1.222
PGC12187,10.279,0.48715598123650156,1.196
PGC12194,,,
PGC12195,,,
PGC12196,12.816,0.27257982748422604,0.698
PGC12204,27.868,0.1970563905412985,1.406
PGC12206,,,
PGC12209,28.08,2.2065977643960872,2.366
PGC12243,14.348,0.7342964886940587,0.777
PGC12248,11.935,0.1133157177371057,1.038
PGC12250,5.683,1.2989958370269659,0.675
PGC12253,19.143,0.570186778226605,0.719
PGC12254,31.152,0.15091576711008292,2.105
PGC12263,9.864,0.31151217226406397,0.776
PGC12270,9.131,0.5180432831692583,1.001
PGC12271,,,
PGC12279,,,
PGC12285,33.706,0.2517895936907454,1.011
PGC12286,115.427,0.09830287549999342,1.377
PGC12292,,,
PGC12294,17.379,0.19171809473089546,1.149
PGC12296,8.472,0.21155022687270955,0.798
PGC12309,35.08,0.11143848323257222,1.067
PGC1231,23.992,0.02732231353802901,1.993
PGC12316,,,
PGC12319,7.963,0.45237147263408933,0.689
PGC12332,17.361,0.16369615299394946,1.271
PGC12342,11.578,1.42765110867496,0.903
PGC12347,,,
PGC12349,,,
PGC12350,,,
PGC12353,,,
PGC12355,,,
PGC12367,6.957,1.930196070479344,0.659
PGC12368,29.866,0.01572946328222915,1.289
PGC12371,,,
PGC1237172,14.21,0.17702007884701282,0.314
PGC12373,,fit fail,fit fail
PGC12374,8.465,0.5231279783640534,0.734
PGC12379,21.316,0.10426959806486708,1.541
PGC12384,,,
PGC12390,40.822,0.02954466740077216,1.554
PGC12391,32.389,0.010339626489019262,1.151
PGC12394,40.161,0.06618760095744848,2.559
PGC12395,7.975,0.29855015331610235,1.116
PGC12404,,,
PGC12405,,,
PGC12412,38.133,0.34016751470078127,1.945
PGC12423,,,
