,PGC,re,amp,n
8262,PGC42460,,,
8263,PGC42469,,,
8264,PGC42475,,,
8265,PGC42476,36.956,0.007273616081964876,0.532
8266,PGC4248,,,
8267,PGC42480,,,
8268,PGC42483,,,
8269,PGC42486,,,
8270,PGC42489,,,
8271,PGC42492,,,
8272,PGC42495,,,
8273,PGC42500,,,
8274,PGC42504,,,
8275,PGC42505,,,
8276,PGC42510,,,
8277,PGC42516,145.211,0.00012391972976596,4.857
8278,PGC42517,,,
8279,PGC42519,,fit fail,fit fail
8280,PGC42520,,,
8281,PGC42530,,,
8282,PGC42531,,,
8283,PGC42536,60.069,0.0006815978216196582,3.869
8284,PGC42538,,,
8285,PGC42542,,,
8286,PGC42544,,,
8287,PGC42545,,,
8288,PGC42549,,,
8289,PGC42559,18.574,0.0102416739556669,2.364
8290,PGC42560,,,
8291,PGC42562,25.461,0.01742022245497962,0.733
8292,PGC42570,,,
8293,PGC42573,13.5,0.005503393672725269,1.005
8294,PGC42574,18.402,0.0016671651700328795,0.908
8295,PGC42575,42.736,0.058805977282346746,0.685
8296,PGC42580,26.412,0.0034848760306474226,0.119
8297,PGC42581,,fit fail,fit fail
8298,PGC42584,33.418,0.032050095691781785,0.455
8299,PGC42595,23.287,0.0008049742252601039,1.94
8300,PGC42597,,,
8301,PGC42598,,,
8302,PGC42607,22.723,0.03626372712344139,0.703
8303,PGC42609,,,
8304,PGC42619,57.537,6.694096775021096e-05,3.124
8305,PGC42628,92.324,0.0009724275238380794,3.202
8306,PGC42637,204.037,0.11190214670461367,0.235
8307,PGC42640,40.093,0.005246338980352712,0.613
8308,PGC42645,,,
8309,PGC42647,,,
8310,PGC42656,,,
8311,PGC4266,,,
8312,PGC42662,,,
8313,PGC42663,20.863,0.01597844987889923,0.602
8314,PGC42665,32.516,0.010931252583640992,0.616
8315,PGC42667,,,
8316,PGC42677,33.146,0.013243323358068703,0.552
8317,PGC42680,80.124,0.0017740652960462203,4.705
8318,PGC42681,34.267,0.007340376844570314,0.48
8319,PGC42687,20.979,0.0033359610192830263,2.183
8320,PGC42688,,fit fail,fit fail
8321,PGC42689,38.827,0.03892099242731982,0.593
8322,PGC42692,,,
8323,PGC42699,37.622,0.01589622888746055,0.711
8324,PGC42701,36.275,0.008914205772574488,0.156
8325,PGC42704,30.851,0.016208091727736726,0.483
8326,PGC42707,46.531,0.014045041937247999,0.436
8327,PGC42708,,,
8328,PGC42715,,,
8329,PGC42720,,,
8330,PGC42725,,,
8331,PGC42728,15.265,0.0045409529779462604,0.742
8332,PGC42730,,,
8333,PGC42733,,,
8334,PGC42734,47.267,0.003290596695366041,1.629
8335,PGC42736,,,
8336,PGC42738,19.82,0.008910849795014737,0.633
8337,PGC4274,30.525,0.005190826307265449,1.299
8338,PGC42740,,,
8339,PGC42741,41.029,0.02910566606784376,0.199
8340,PGC42747,,,
8341,PGC42748,,,
8342,PGC42753,138.662,1.3533131780668615e-05,3.379
8343,PGC42755,,,
8344,PGC42761,47.019,0.00182401663557889,0.629
8345,PGC42764,,,
8346,PGC42769,83.694,0.00044832558181534364,4.772
8347,PGC42783,,,
8348,PGC42791,29.363,0.023473506319444525,0.463
8349,PGC42793,,,
8350,PGC42797,20.073,0.002998555382006046,1.258
8351,PGC42806,,,
8352,PGC42813,,,
8353,PGC42816,34.003,0.018349762479433616,0.66
8354,PGC42818,33.108,0.004626250311500574,0.694
8355,PGC42829,,,
8356,PGC42831,16.414,0.04470067189877753,0.896
8357,PGC42833,30.589,0.04616515779495471,0.375
8358,PGC42835,15.776,0.012052313961677831,0.354
8359,PGC42841,,,
8360,PGC42844,,,
8361,PGC42847,38.549,0.01136028352734738,0.669
8362,PGC42852,,fit fail,fit fail
8363,PGC42857,70.222,0.029837686759471498,0.238
8364,PGC4286,25.308,0.007024381539898186,0.633
8365,PGC42863,,,
8366,PGC42865,,,
8367,PGC42868,,,
8368,PGC42874,27.556,0.03500670566782103,0.233
8369,PGC42879,,,
8370,PGC42880,,,
8371,PGC42881,20.136,0.009259283688726092,0.438
8372,PGC42891,,fit fail,fit fail
8373,PGC42898,,,
8374,PGC42905,20.712,0.02243390690666519,0.723
8375,PGC42910,50.223,0.007172560375265886,1.222
8376,PGC42911,112.346,-7.039638321899955e-05,1.242
8377,PGC42912,32.373,0.0014347667145557495,4.188
8378,PGC42913,24.033,0.0007897950002535569,1.252
8379,PGC42917,15.894,0.005960551874377287,0.847
8380,PGC42919,,,
8381,PGC42921,,,
8382,PGC42922,,,
8383,PGC42929,20.158,0.06002912947462198,0.577
8384,PGC42937,102.126,3.3236333470837774e-05,2.873
8385,PGC42942,,,
8386,PGC42944,26.154,0.0066404154072770205,0.479
8387,PGC42946,43.801,0.0002983075924560076,2.76
8388,PGC42949,,,
8389,PGC4295,,,
8390,PGC42950,35.068,0.006195098352155372,0.535
8391,PGC42951,,,
8392,PGC42966,,,
8393,PGC42968,,,
8394,PGC42969,24.636,0.00014475379676973178,0.814
8395,PGC42970,,,
8396,PGC42975,71.22,0.01617499632065445,0.377
8397,PGC42983,,,
8398,PGC42987,,,
8399,PGC42995,17.624,0.01723929112896453,0.626
8400,PGC42997,18.493,0.011011734133596941,0.568
8401,PGC42998,,,
8402,PGC42999,24.289,0.053831755501347146,0.417
8403,PGC43,44.83,0.021630969321666596,0.407
8404,PGC43001,,,
8405,PGC43020,48.376,0.007573329747176592,0.526
8406,PGC43022,22.247,0.02233037234294046,0.613
8407,PGC43029,32.505,0.0003356398022989342,1.76
8408,PGC4303,13.016,0.0044632320847672055,0.803
8409,PGC43049,,,
8410,PGC43050,,fit fail,fit fail
8411,PGC43052,50.072,0.009308918394946587,0.535
8412,PGC43055,19.388,0.00787579835835166,0.578
8413,PGC43058,23.776,0.00042870176937895353,0.196
8414,PGC43062,28.202,0.003741333308269365,0.892
8415,PGC43064,23.909,0.00858521042208949,0.567
8416,PGC43065,,,
8417,PGC43070,15.661,0.023581885346092454,0.582
8418,PGC43071,17.193,0.027044003729286184,0.485
8419,PGC43073,,,
8420,PGC430742,,,
8421,PGC43075,38.879,0.002336771633375903,2.43
8422,PGC43082,,,
8423,PGC43087,13.909,0.0021365760181819827,1.141
8424,PGC43100,,,
8425,PGC43105,18.904,0.012221437525780704,0.616
8426,PGC43106,,,
8427,PGC43112,,,
8428,PGC43113,,fit fail,fit fail
8429,PGC43118,15.714,0.06543612210467901,0.298
8430,PGC43120,22.088,0.006144338792892218,0.2
8431,PGC43124,32.319,0.014909318479239573,2.024
8432,PGC43127,19.554,0.00025417581371633567,3.634
8433,PGC43128,21.686,0.006543441634314806,0.517
8434,PGC43129,28.669,0.007911566244794308,0.413
8435,PGC43130,129.94,0.0012793438687000356,0.982
8436,PGC43141,28.046,0.01079333739298195,0.542
8437,PGC43144,55.183,0.003214049460477984,3.881
8438,PGC43146,,,
8439,PGC43147,42.353,0.014136060028543401,0.352
8440,PGC43149,,,
8441,PGC4315,,,
8442,PGC43151,127.003,3.347135424938352e-05,2.772
8443,PGC43155,95.08,0.0003256990428637841,3.283
8444,PGC43166,18.172,0.019356711921089065,1.234
8445,PGC43170,,,
8446,PGC43173,19.867,0.02042718156298588,0.514
8447,PGC43176,26.2,0.032810080950231676,0.696
8448,PGC43178,,,
8449,PGC43182,,,
8450,PGC43186,,,
8451,PGC43189,,,
8452,PGC43199,45.321,0.0041300926180027125,0.654
8453,PGC4320,25.319,0.0015181970818563847,0.811
8454,PGC43201,,fit fail,fit fail
8455,PGC43202,34.023,0.00029578668066020396,1.284
8456,PGC43206,32.676,0.01732240635178274,1.023
8457,PGC43210,,,
8458,PGC43214,21.142,0.010102313404963415,0.592
8459,PGC43218,,,
8460,PGC43221,,,
8461,PGC43224,41.314,0.006286178193644376,0.486
8462,PGC43231,23.319,0.0004287634594698284,2.824
8463,PGC43235,22.435,0.0073745372742510095,0.496
8464,PGC43236,,,
8465,PGC43238,24.05,0.11170728779420484,1.534
8466,PGC43240,,,
8467,PGC43241,20.78,0.01775905593998222,1.185
8468,PGC43243,,,
8469,PGC43244,,,
8470,PGC43249,,,
8471,PGC4325,23.608,0.006082261983979674,1.105
8472,PGC43251,26.45,0.0015538803795603997,0.161
8473,PGC43254,157.018,0.0004094256685010707,2.295
8474,PGC43255,,,
8475,PGC43262,56.051,0.0010254237614594646,0.667
8476,PGC43263,13.746,0.00830042843132094,0.484
8477,PGC43268,,,
8478,PGC43269,,fit fail,fit fail
8479,PGC4327,,,
8480,PGC43271,,,
8481,PGC43276,,,
8482,PGC43281,,,
8483,PGC43282,,,
8484,PGC43284,,,
8485,PGC43286,22.044,0.01740066525891213,0.446
8486,PGC43296,,fit fail,fit fail
8487,PGC43297,34.95,0.004387637997868509,1.01
8488,PGC43301,,,
8489,PGC43303,9.532,0.012019153209326755,0.155
8490,PGC43306,,,
8491,PGC43312,19.535,0.00530880284281342,0.422
8492,PGC43313,,,
8493,PGC43315,13.604,0.008897998971199021,0.471
8494,PGC43316,38.683,0.0004005035607747353,2.664
8495,PGC43319,29.446,0.00544397728498175,0.539
8496,PGC43321,,,
8497,PGC43323,33.922,0.006032754665330171,0.467
8498,PGC43326,18.673,-0.00041803099140542705,1.001
8499,PGC43328,,,
8500,PGC43330,,,
8501,PGC43331,,,
8502,PGC43332,,,
8503,PGC43337,,,
8504,PGC43338,26.427,0.015359154638432614,0.446
8505,PGC43341,,,
8506,PGC43342,,,
8507,PGC43343,28.378,0.0003344125959328482,0.154
8508,PGC43345,,,
8509,PGC43350,,,
8510,PGC43354,40.955,0.000522992863653149,0.828
8511,PGC43355,,,
8512,PGC43362,,fit fail,fit fail
8513,PGC43363,30.996,0.012965376639851523,0.583
8514,PGC43367,,,
8515,PGC43368,38.195,0.014614083265687637,0.216
8516,PGC43374,,,
8517,PGC43375,,,
8518,PGC4338,,,
8519,PGC43381,24.363,0.0068112255800157956,0.618
8520,PGC43382,18.034,0.033326119197162954,0.297
8521,PGC43383,,,
8522,PGC43385,,,
8523,PGC43397,83.389,0.003643825946773588,0.512
8524,PGC43402,,,
8525,PGC43409,25.386,0.004630784107641645,0.735
8526,PGC43411,30.001,0.0024228082814820983,0.629
8527,PGC43413,,,
8528,PGC43418,7.952,0.0029620958227262505,0.451
8529,PGC43422,,,
8530,PGC43423,,,
8531,PGC43424,43.624,0.0034537829878293356,0.735
8532,PGC43426,17.87,0.05508523916525425,0.243
8533,PGC43427,,fit fail,fit fail
8534,PGC43432,18.05,0.013123183630952913,0.641
8535,PGC43433,,,
8536,PGC43435,,,
8537,PGC4344,,,
8538,PGC43441,,,
8539,PGC43442,138.975,0.0006498987205237627,1.231
8540,PGC43443,26.115,0.0010399098724399702,0.705
8541,PGC43444,,,
8542,PGC434459,,,
8543,PGC43447,,,
8544,PGC43451,127.955,0.008925086991328374,0.05
8545,PGC43452,,,
8546,PGC43456,,,
8547,PGC43457,,,
8548,PGC43458,,,
8549,PGC43461,,,
8550,PGC43463,48.439,0.006503987641596085,0.453
8551,PGC43464,119.329,6.847145746035743e-05,2.666
8552,PGC43465,33.636,0.010121556875757443,0.425
8553,PGC43467,35.994,0.002797332397630468,0.641
8554,PGC43470,31.23,0.0059413063584460865,0.361
8555,PGC43473,,,
8556,PGC43478,,,
8557,PGC43479,24.064,0.0001830241715935194,3.108
8558,PGC43480,21.376,0.021971315050808553,0.609
8559,PGC434808,,,
8560,PGC43484,166.037,0.00033159134076893873,1.28
8561,PGC43487,13.421,0.03719613101571632,0.502
8562,PGC43493,18.209,0.0015080161914911299,0.497
8563,PGC43494,24.342,0.0005115957854296304,2.439
8564,PGC43495,39.146,0.23019474558747935,0.064
8565,PGC43498,,,
8566,PGC43502,17.412,0.02206429734923169,0.52
8567,PGC43506,221.4,4.766870346862545e-05,3.144
8568,PGC43507,100.318,0.012895607946420461,1.181
8569,PGC43508,20.822,0.03568794927333406,0.635
8570,PGC43515,,,
8571,PGC43516,,,
8572,PGC43517,,,
8573,PGC43526,54.885,0.0041684392599325255,4.769
8574,PGC43527,26.01,0.0034424229823245066,0.814
8575,PGC43532,37.915,0.006091938640401498,0.498
8576,PGC43533,81.319,5.487485436282216e-05,2.71
8577,PGC43534,,,
8578,PGC43536,27.553,0.0007406540499754679,1.259
8579,PGC43543,34.361,0.00010432167209771211,2.191
8580,PGC43550,14.323,0.0006640411562589627,1.41
8581,PGC43552,,,
8582,PGC43557,20.802,0.013785914715215631,0.404
8583,PGC43558,36.36,0.015562356891928999,0.54
8584,PGC43559,22.342,0.005133862667815224,1.535
8585,PGC43560,,,
8586,PGC43561,63.263,0.0006126096601202378,2.489
8587,PGC43563,,fit fail,fit fail
8588,PGC43569,,,
8589,PGC43571,,,
8590,PGC43572,,,
8591,PGC43573,,,
8592,PGC43575,28.149,0.009724613529664274,0.396
8593,PGC43578,22.186,-0.00019385756489775823,2.007
8594,PGC43584,198.179,6.235688049617486e-05,3.192
8595,PGC43586,42.696,0.014184558736676178,0.778
8596,PGC43589,28.307,0.011822404422040328,0.389
8597,PGC43591,,,
8598,PGC43592,18.061,0.006585712413611363,0.758
8599,PGC43593,,,
8600,PGC43594,40.027,0.0029365188786572875,2.475
8601,PGC43600,28.643,0.014975869137803332,0.614
8602,PGC43601,,,
8603,PGC43604,,,
8604,PGC43608,24.647,0.01319129624159865,1.387
8605,PGC43611,,,
8606,PGC43615,,,
8607,PGC43623,,,
8608,PGC43625,82.175,0.0011037314625888962,3.774
8609,PGC4363,14.166,0.0037509223837762164,1.077
8610,PGC43636,24.911,0.0003369794991218823,1.338
8611,PGC43637,,,
8612,PGC43642,,,
8613,PGC43643,10.603,0.12016394729542823,0.782
8614,PGC43649,30.954,0.0012248003947949514,2.003
8615,PGC43650,51.539,0.0002720373597808332,2.092
8616,PGC43652,,,
8617,PGC43653,,,
8618,PGC43656,,,
8619,PGC43661,,,
8620,PGC43662,,,
8621,PGC43663,,,
8622,PGC43664,29.39,0.0003639014374852449,2.508
8623,PGC4367,48.476,0.029359029153419536,0.427
8624,PGC43670,,,
8625,PGC436708,,,
8626,PGC43671,222.293,0.00018503947644610196,2.379
8627,PGC43675,177.158,5.683367438444833e-05,3.139
8628,PGC43677,,,
8629,PGC43679,,,
8630,PGC4368,,,
8631,PGC43681,,fit fail,fit fail
8632,PGC43690,77.465,0.002450349978891876,3.357
8633,PGC43698,,,
8634,PGC43701,28.035,0.028396010808969214,0.461
8635,PGC43703,,,
8636,PGC43705,,,
8637,PGC43707,,,
8638,PGC43710,33.454,0.014323961821810852,0.573
8639,PGC43711,,,
8640,PGC43715,,,
8641,PGC43717,,,
8642,PGC43719,,,
8643,PGC43721,,,
8644,PGC43722,,,
8645,PGC43723,,,
8646,PGC43725,76.566,0.00033911041213101323,2.412
8647,PGC43731,56.966,0.0025822653824789793,3.958
8648,PGC43733,,,
8649,PGC43735,,,
8650,PGC43742,,,
8651,PGC43744,,,
8652,PGC43746,,,
8653,PGC43750,20.229,0.015117495924433604,0.502
8654,PGC43754,,,
8655,PGC43755,,,
8656,PGC43757,,,
8657,PGC43760,28.254,0.00012946777207917525,1.798
8658,PGC43763,30.088,0.013482917578485937,0.038
8659,PGC43766,,,
8660,PGC43768,47.184,0.00019758498365499076,1.654
8661,PGC43770,18.064,0.04717545675256401,0.643
8662,PGC43775,24.825,0.04975316676099968,1.976
8663,PGC43779,,,
8664,PGC43784,51.056,0.00916583274422077,0.492
8665,PGC43785,19.852,0.008728497952457063,0.457
8666,PGC43787,,,
8667,PGC43790,,,
8668,PGC43791,,,
8669,PGC43792,20.658,0.04210579856412917,0.463
8670,PGC43796,,,
8671,PGC43798,54.247,0.0035344153820380734,0.231
8672,PGC43800,,,
8673,PGC43804,70.248,0.00010596355689213821,2.883
8674,PGC43807,,,
8675,PGC43808,,,
8676,PGC43809,,,
8677,PGC43810,,,
8678,PGC43812,22.082,0.024644069038211352,0.654
8679,PGC43821,66.705,-1.8580690199708874e-05,1.355
8680,PGC43822,,,
8681,PGC43823,,fit fail,fit fail
8682,PGC43826,30.094,0.07690351610906719,0.555
8683,PGC43831,,,
8684,PGC43835,,,
8685,PGC43836,,,
8686,PGC43837,28.497,0.013631606686387462,1.141
8687,PGC43842,,,
8688,PGC43844,20.458,0.007840266628012307,0.709
8689,PGC43845,,,
8690,PGC43849,31.47,0.010732323061125598,0.676
8691,PGC43851,,,
8692,PGC43852,58.602,0.0005541990302969081,0.779
8693,PGC43865,,,
8694,PGC43869,45.458,0.012354917986743992,0.668
8695,PGC4387,33.83,0.001410715229451965,0.819
8696,PGC43870,39.915,0.007531078394986364,0.598
8697,PGC43871,,,
8698,PGC43872,,,
8699,PGC438787,,,
8700,PGC43893,,,
8701,PGC43896,22.477,0.008021150578528745,1.883
8702,PGC43897,,,
8703,PGC43902,51.05,0.06706911159883294,0.325
8704,PGC43908,,,
8705,PGC43910,,,
8706,PGC43913,,,
8707,PGC43916,,,
8708,PGC43917,,,
8709,PGC43922,149.289,6.280558925262488e-05,5.165
8710,PGC439239,,,
8711,PGC43924,,,
8712,PGC43925,,,
8713,PGC43926,,,
8714,PGC43927,,,
8715,PGC43929,,,
8716,PGC43931,22.232,0.03931573388448909,0.485
8717,PGC43939,33.974,0.027322093994439696,0.498
8718,PGC43944,,,
8719,PGC43947,23.571,0.014088209422910055,0.535
8720,PGC439473,20.295,0.0064556247974938506,0.602
8721,PGC43949,,,
8722,PGC43950,52.061,0.0006959674484416354,3.584
8723,PGC43951,,,
8724,PGC43954,,,
8725,PGC43961,72.448,0.010353912041555268,0.622
8726,PGC43964,,,
8727,PGC43966,,,
8728,PGC43969,,,
8729,PGC43970,,,
8730,PGC439700,,,
8731,PGC43972,23.399,0.07825999559178268,0.751
8732,PGC43975,27.817,0.01564036144473451,0.654
8733,PGC43979,44.086,5.972074117197719e-05,2.953
8734,PGC43982,,,
8735,PGC439827,,,
8736,PGC43983,111.205,0.00024028758944220322,4.489
8737,PGC43988,,,
8738,PGC43990,15.446,0.009055542303750337,1.166
8739,PGC43994,36.974,0.01008697015938295,0.485
8740,PGC43996,,,
8741,PGC43998,25.865,0.0010835439440766022,1.366
8742,PGC43999,18.695,0.0003880621018177492,1.492
8743,PGC44001,,,
8744,PGC44006,,,
8745,PGC44008,51.883,0.0013001052680517832,2.977
8746,PGC44012,25.848,0.0006553446081396941,1.125
8747,PGC44014,46.706,0.01476696782045881,0.516
8748,PGC44015,,,
8749,PGC44016,17.346,0.02590198827807224,0.453
8750,PGC44017,23.83,0.01279786425998393,0.637
8751,PGC44021,,,
8752,PGC44025,31.829,0.014923063686942722,0.741
8753,PGC44026,,,
8754,PGC44033,35.112,0.002146030768030476,2.391
8755,PGC44039,38.216,0.0006335692587033996,2.847
8756,PGC44040,,,
8757,PGC44041,28.77,0.01238953871823188,0.727
8758,PGC44050,,,
8759,PGC44057,17.259,0.003756386922093352,0.763
8760,PGC44059,31.208,0.010348884154309748,0.639
8761,PGC4406,,,
8762,PGC44061,,,
8763,PGC44065,15.237,0.014708874706460543,0.41
8764,PGC44066,,,
8765,PGC440669,22.073,0.0014133979286196034,0.828
8766,PGC44073,48.829,0.0001403296719577921,3.003
8767,PGC44082,24.581,0.00741056044154008,0.509
8768,PGC44084,17.586,0.002704877911723912,0.369
8769,PGC44086,37.366,0.053819787874402926,0.36
8770,PGC44087,8.577,0.1596162179585533,0.526
8771,PGC44089,36.359,0.006254339019192654,1.874
8772,PGC44092,,,
8773,PGC44095,,,
8774,PGC44097,43.089,0.009749139053857997,0.548
8775,PGC440987,,,
8776,PGC44099,,,
8777,PGC44105,29.186,0.00294597451596635,3.406
8778,PGC44108,,,
8779,PGC44112,24.767,0.017303402887926582,0.343
8780,PGC44114,,,
8781,PGC44116,18.884,0.06620166575380149,0.494
8782,PGC44117,,,
8783,PGC44125,28.616,0.010429690797516796,0.523
8784,PGC44129,,,
8785,PGC44143,,,
8786,PGC44145,,,
8787,PGC44157,,,
8788,PGC44160,,,
8789,PGC44161,,,
8790,PGC44166,37.634,0.005164095708522564,0.604
8791,PGC44173,25.772,0.0047740347963816055,1.813
8792,PGC44175,9.155,0.03635632472819399,0.406
8793,PGC44180,,,
8794,PGC44182,48.04,0.05495118355130174,0.328
8795,PGC44191,78.989,0.0011452322136257945,2.254
8796,PGC441974,,,
8797,PGC44199,11.754,0.03317189109716231,0.805
8798,PGC44201,,,
8799,PGC44204,,,
8800,PGC44205,23.789,0.0059402272899759245,2.317
8801,PGC44211,,,
8802,PGC44215,,,
8803,PGC44217,39.925,0.0007812236785674945,3.201
8804,PGC44219,19.877,0.02877073009621089,0.455
8805,PGC442209,,,
8806,PGC44227,,,
8807,PGC44232,18.395,0.01275098349327407,0.566
8808,PGC44234,17.025,0.048738190981076006,0.583
8809,PGC44236,,,
8810,PGC44237,,,
8811,PGC44240,,,
8812,PGC44247,,,
8813,PGC44248,86.162,8.960544292428641e-05,1.994
8814,PGC44250,76.648,0.0003385098689768943,1.344
8815,PGC44254,34.38,0.01837257336201447,0.569
8816,PGC44261,47.578,0.0017175011147139083,1.518
8817,PGC44267,,,
8818,PGC44271,,,
8819,PGC44278,41.612,0.013968990100383086,0.542
8820,PGC44294,45.434,0.001938975501159374,1.031
8821,PGC442965,,,
8822,PGC44298,,,
8823,PGC44299,,,
8824,PGC44300,43.36,0.0005192274616938197,3.883
8825,PGC44310,,,
8826,PGC44313,29.435,0.014321677924044401,0.042
8827,PGC44317,71.586,0.0007401803652969418,4.506
8828,PGC44323,,,
8829,PGC44326,31.957,0.001867166055866564,3.723
8830,PGC44336,,,
8831,PGC44339,,,
8832,PGC44340,52.908,0.0013021897397316306,0.618
8833,PGC4435,35.569,0.012263318142368147,0.45
8834,PGC44355,39.143,0.001390469661158475,3.204
8835,PGC44358,,,
8836,PGC44361,,,
8837,PGC44362,,,
8838,PGC44370,16.258,0.02029686357893612,0.435
8839,PGC44388,,,
8840,PGC44391,,,
8841,PGC44392,,,
8842,PGC4440,,,
8843,PGC44409,,,
8844,PGC44417,,,
8845,PGC44419,,fit fail,fit fail
8846,PGC4443,21.049,0.01104190883788965,0.525
8847,PGC44432,54.599,0.009385413362877452,0.506
8848,PGC44433,,,
8849,PGC44436,,,
8850,PGC44443,,,
8851,PGC44450,25.447,0.009397850919077858,0.807
8852,PGC44454,,,
8853,PGC444563,,,
8854,PGC44460,,,
8855,PGC44464,8.265,0.0005773946085680302,0.938
8856,PGC4447,14.362,0.0016110713948306722,1.464
8857,PGC44471,,,
8858,PGC44474,,,
8859,PGC44475,23.056,0.001792868187372884,1.452
8860,PGC44478,22.506,0.012253109813795923,0.611
8861,PGC44489,,fit fail,fit fail
8862,PGC44500,,,
8863,PGC44506,,,
8864,PGC44512,,,
8865,PGC44517,,,
8866,PGC44536,,,
8867,PGC44538,,,
8868,PGC44548,20.192,0.005799831669718621,1.403
8869,PGC44557,,,
8870,PGC44568,20.224,0.0005107546364845574,1.159
8871,PGC44571,15.581,0.02698107045676279,0.381
8872,PGC44572,135.392,3.185839856829274e-05,4.716
8873,PGC44578,,,
8874,PGC44580,14.796,0.027881624671835706,0.458
8875,PGC44582,,,
8876,PGC44589,29.698,0.019726788957680944,0.557
8877,PGC44600,,,
8878,PGC44605,,,
8879,PGC44607,18.44,0.010767470619408697,0.508
8880,PGC4461,,,
8881,PGC44612,30.643,0.00012763624279183656,2.178
8882,PGC44615,25.018,0.009540212996929054,0.709
8883,PGC44628,40.209,0.0003991378528729676,1.843
8884,PGC44641,40.858,0.003545373953044836,1.327
8885,PGC44645,,,
8886,PGC44650,,,
8887,PGC44663,41.776,0.006681855328122664,0.367
8888,PGC44668,17.938,0.009313564297282894,0.681
8889,PGC44670,,,
8890,PGC44672,,,
8891,PGC446729,42.992,0.0005387950432038721,4.142
8892,PGC4468,,,
8893,PGC44685,,,
8894,PGC44688,,,
8895,PGC44695,21.56,0.01683105938308534,0.706
8896,PGC44701,,,
8897,PGC44702,19.023,0.03532188680326464,0.468
8898,PGC44713,14.507,0.0058651813245855335,0.634
8899,PGC44718,37.64,0.0006665975023822212,3.258
8900,PGC44719,21.979,0.0012193684679839365,1.436
8901,PGC4472,,,
8902,PGC44724,,,
8903,PGC44729,,,
8904,PGC44733,,,
8905,PGC447346,,,
8906,PGC44735,42.212,0.014404059830768933,0.737
8907,PGC4474,16.875,0.01509322684008143,0.461
8908,PGC447407,22.36,0.005188909687384208,0.237
8909,PGC44746,,,
8910,PGC44747,,,
8911,PGC44753,,,
8912,PGC44755,,,
8913,PGC44758,,,
8914,PGC44761,44.818,0.008706213260972118,0.791
8915,PGC44762,,,
8916,PGC44764,61.182,0.0002750504039872349,1.159
8917,PGC44766,30.43,0.0005651489348514014,0.815
8918,PGC44770,,,
8919,PGC44776,18.872,0.007549456411749823,0.449
8920,PGC44778,,,
8921,PGC44781,,,
8922,PGC44782,,,
8923,PGC44786,18.931,0.022680707779007252,0.606
8924,PGC44793,31.576,0.008425457117527676,2.344
8925,PGC44796,23.965,0.03249050097390958,1.785
8926,PGC44797,,,
8927,PGC44800,21.035,0.004104849076476187,0.595
8928,PGC44807,,,
8929,PGC4481,22.049,0.00390890219528625,0.372
8930,PGC44814,,,
8931,PGC44825,,,
8932,PGC44827,15.087,0.002463680766262353,1.515
8933,PGC44829,45.741,0.009220011129615204,1.034
8934,PGC44832,,,
8935,PGC44840,14.51,0.01160098600628528,0.352
8936,PGC44841,37.011,0.03370421747521738,0.239
8937,PGC44842,,,
8938,PGC44843,,,
8939,PGC44846,28.005,0.02260950932205853,0.952
8940,PGC44847,39.551,0.035547351459579477,0.207
8941,PGC4485,,,
8942,PGC44851,23.757,0.014823312318706624,0.423
8943,PGC44854,,fit fail,fit fail
8944,PGC44855,,,
8945,PGC44857,16.823,0.0011595344204724748,0.574
8946,PGC44858,,,
8947,PGC44859,,,
8948,PGC44860,,,
8949,PGC44862,28.586,0.0048011935564075126,0.861
8950,PGC448694,,,
8951,PGC44871,,,
8952,PGC4488,53.504,0.000986703211156725,3.656
8953,PGC44891,,,
8954,PGC44894,,,
8955,PGC44899,,,
8956,PGC44900,24.782,0.003091524841178718,2.319
8957,PGC44905,18.104,0.0022798181355792604,0.962
8958,PGC44906,24.854,0.014023542603353244,0.88
8959,PGC4491,14.796,0.026601737949156386,0.47
8960,PGC44911,18.967,0.000209129046990194,2.953
8961,PGC44930,50.644,0.005936051069232713,0.391
8962,PGC44931,,,
8963,PGC44936,23.345,0.015304420830190287,0.599
8964,PGC44940,,,
8965,PGC44944,107.718,0.00038721787470664986,2.718
8966,PGC44949,,,
8967,PGC44952,22.749,0.025916053346772935,0.569
8968,PGC44954,,,
8969,PGC44956,,fit fail,fit fail
8970,PGC44958,89.084,0.004661628095677381,4.344
8971,PGC44961,46.703,0.014722316764605791,0.528
8972,PGC44967,15.453,0.013343252335789169,0.376
8973,PGC44969,11.601,0.012187273458029764,0.396
8974,PGC44974,19.716,0.01081907151433095,0.658
8975,PGC44977,50.182,0.0029480791093059342,2.484
8976,PGC4498,,,
8977,PGC44982,19.827,0.01899179316118718,0.496
8978,PGC44983,,,
8979,PGC44984,,,
8980,PGC44990,49.918,0.0062115267342860315,1.116
8981,PGC44991,12.091,0.014383917735718416,0.584
8982,PGC44992,,,
8983,PGC44993,,,
8984,PGC44996,,,
8985,PGC45001,,,
8986,PGC45006,,,
8987,PGC45011,21.49,0.0047060420233234175,1.609
8988,PGC450185,,,
8989,PGC45050,50.405,0.0003643045768901945,4.107
8990,PGC45052,17.609,0.15337578276058486,0.258
8991,PGC45054,22.468,0.002536240746131898,2.186
8992,PGC45056,37.719,0.0005700275559583883,1.929
8993,PGC45062,,,
8994,PGC45071,,,
8995,PGC45073,,,
8996,PGC45075,17.317,0.017050516890430162,0.35
8997,PGC45078,13.533,0.014171552406659385,0.478
8998,PGC45079,152.681,0.0005853595941108315,1.38
