,PGC,re,amp,n
13704,PGC69967,53.782,0.00541241392336798,3.844
13705,PGC69969,,,
13706,PGC6997,,,
13707,PGC69979,,,
13708,PGC69982,,,
13709,PGC6999,,,
13710,PGC69991,,,
13711,PGC69994,,,
13712,PGC69998,,,
13713,PGC69999,,,
13714,PGC70013,33.719,0.0030692760338228427,0.547
13715,PGC70020,27.299,0.010181375151319965,0.228
13716,PGC70025,,,
13717,PGC70027,46.529,0.021640898923671357,0.45
13718,PGC70031,,,
13719,PGC70036,36.264,0.012341043642353437,0.844
13720,PGC70037,,,
13721,PGC70038,99.697,4.406679625972199e-05,4.86
13722,PGC70039,20.449,0.016319256933420453,0.563
13723,PGC70043,,,
13724,PGC70048,49.302,0.005975047668509793,2.891
13725,PGC70052,,,
13726,PGC70057,,,
13727,PGC70060,61.818,0.00045445903041348677,4.099
13728,PGC70067,23.547,0.02846460228668843,0.437
13729,PGC70069,44.487,0.030076807102571653,0.259
13730,PGC7007,,,
13731,PGC70070,84.796,0.008389412369892482,0.542
13732,PGC70071,14.098,0.03250917687778809,0.595
13733,PGC70075,59.172,0.005651014944795011,2.48
13734,PGC70080,21.395,0.020899497948834292,0.356
13735,PGC70081,,,
13736,PGC70083,36.033,0.017360883390196334,0.092
13737,PGC70084,,,
13738,PGC70085,83.773,9.934679290128397e-05,1.928
13739,PGC7009,,,
13740,PGC70090,28.376,0.007809600520956266,1.611
13741,PGC70093,,,
13742,PGC70094,88.318,0.003896376533709311,0.369
13743,PGC70096,,,
13744,PGC70098,,,
13745,PGC701,51.626,0.03006119584163867,0.532
13746,PGC70102,9.614,0.05985740392923259,0.223
13747,PGC70104,,,
13748,PGC70109,,,
13749,PGC70110,,,
13750,PGC70113,33.497,0.0042715033691310385,0.152
13751,PGC70117,26.735,0.023456418391702493,0.76
13752,PGC70118,24.579,0.004067721265496934,0.29
13753,PGC70123,25.081,0.0010952868298946847,0.009
13754,PGC70127,12.819,0.07365275120260799,0.308
13755,PGC70128,38.584,0.021545884667226844,0.199
13756,PGC70130,,,
13757,PGC70131,,,
13758,PGC70137,48.813,0.0006644504580863952,1.06
13759,PGC70140,18.177,0.0009828775549069488,0.527
13760,PGC70142,50.467,0.004489560356661091,0.87
13761,PGC70144,,,
13762,PGC70154,21.256,0.006735049767582665,0.718
13763,PGC70172,,,
13764,PGC70175,,,
13765,PGC70184,35.557,0.06826828252049327,0.151
13766,PGC70188,16.32,0.017715232673737744,0.567
13767,PGC70194,23.695,0.0021722406349569774,0.463
13768,PGC70213,,,
13769,PGC70218,,,
13770,PGC70219,,,
13771,PGC70232,,,
13772,PGC70235,24.615,0.017005704318397995,0.285
13773,PGC70237,20.774,0.01214662665555773,0.513
13774,PGC702372,18.457,0.004395331313772756,1.486
13775,PGC7024,30.298,0.01568006837022822,1.752
13776,PGC70243,,fit fail,fit fail
13777,PGC70252,,,
13778,PGC70253,72.106,0.002903560376398805,2.619
13779,PGC70258,48.412,0.0006192461354887696,1.414
13780,PGC70264,,,
13781,PGC70265,20.623,0.006399525307643449,0.29
13782,PGC70266,,,
13783,PGC70270,54.866,0.0023654467434944763,4.206
13784,PGC70271,,,
13785,PGC70275,,,
13786,PGC7028,14.803,0.004377555436148709,1.557
13787,PGC70285,,,
13788,PGC70287,,,
13789,PGC7029,,,
13790,PGC70290,,,
13791,PGC70291,,,
13792,PGC70292,,,
13793,PGC70295,,,
13794,PGC70299,30.038,0.005907777987947259,0.496
13795,PGC70302,,,
13796,PGC70304,82.758,0.01705491777497791,0.418
13797,PGC70306,43.94,0.012430054542920602,0.544
13798,PGC70307,,,
13799,PGC7031,15.036,0.021385545508551037,0.539
13800,PGC70315,,,
13801,PGC70324,,,
13802,PGC70332,,,
13803,PGC70335,77.214,0.00027706252386108435,4.245
13804,PGC70348,13.096,0.18319138629377013,1.371
13805,PGC70350,16.535,0.007643659517455079,0.604
13806,PGC70356,,,
13807,PGC70357,,,
13808,PGC70366,15.189,0.03053432482071257,0.439
13809,PGC70369,45.899,0.009800579598033737,0.672
13810,PGC70371,,,
13811,PGC7039,20.294,0.03321981560809316,0.542
13812,PGC70395,30.142,0.011934665694858371,1.076
13813,PGC70396,,,
13814,PGC70404,,,
13815,PGC70407,,,
13816,PGC70413,15.786,0.015490899113314104,0.425
13817,PGC70419,62.874,0.01485865747461628,0.429
13818,PGC70426,,,
13819,PGC70427,15.662,0.04021110095527975,0.602
13820,PGC70428,,,
13821,PGC70431,26.019,0.02036287044107678,0.348
13822,PGC70432,,,
13823,PGC70433,,,
13824,PGC70435,,,
13825,PGC70446,,,
13826,PGC70447,,,
13827,PGC7045,,,
13828,PGC70455,,,
13829,PGC70457,,,
13830,PGC7046,,,
13831,PGC70466,,,
13832,PGC70467,19.878,0.021767587307768222,0.436
13833,PGC70474,,,
13834,PGC70482,,,
13835,PGC70485,17.547,0.007131589932183009,0.488
13836,PGC70488,,,
13837,PGC70492,31.44,0.016140528689260355,0.702
13838,PGC70502,27.924,0.00251359068800807,0.477
13839,PGC70505,,,
13840,PGC70507,,,
13841,PGC70517,25.42,0.006490885115098798,0.252
13842,PGC70518,,,
13843,PGC70523,,,
13844,PGC70529,50.471,0.0011737244580885227,3.51
13845,PGC7053,26.418,0.003334365990447485,0.556
13846,PGC70532,35.896,0.007921410157070928,0.724
13847,PGC70533,,,
13848,PGC70541,,fit fail,fit fail
13849,PGC70557,28.047,0.003433318916068773,0.751
13850,PGC70558,36.881,0.008094481784311417,0.29
13851,PGC7056,17.572,0.0076540805846537375,1.056
13852,PGC705636,26.89,0.0033030126405859156,0.951
13853,PGC70565,,,
13854,PGC70566,27.662,0.010723194529953189,0.612
13855,PGC70569,,,
13856,PGC70579,26.037,0.006374286328409058,0.578
13857,PGC70582,41.878,0.0029763989169595928,0.627
13858,PGC70588,,fit fail,fit fail
13859,PGC7059,,,
13860,PGC70593,14.789,0.0037209500521231975,0.224
13861,PGC70637,23.212,0.010113172495088491,0.545
13862,PGC70641,,,
13863,PGC70647,,,
13864,PGC70657,31.305,0.006956756849994804,0.415
13865,PGC70660,43.22,0.0005627527527197987,1.246
13866,PGC70668,,,
13867,PGC70676,,,
13868,PGC70679,,,
13869,PGC70680,,,
13870,PGC70687,,,
13871,PGC70689,19.763,0.018413398298154672,0.278
13872,PGC70691,14.093,0.011528989114071112,0.49
13873,PGC70697,38.453,0.008919652449688087,0.285
13874,PGC70699,23.034,0.02470797206886054,0.255
13875,PGC70702,18.959,0.016949720698241577,0.47
13876,PGC70703,24.701,0.0003643314165186791,2.19
13877,PGC70708,,,
13878,PGC7071,,,
13879,PGC70712,21.211,0.012960610060312095,0.379
13880,PGC70714,33.922,0.00915257040671675,0.363
13881,PGC7072,15.991,0.003200293804122108,0.467
13882,PGC70720,22.576,0.020533892778365825,0.623
13883,PGC70723,41.519,0.0076120725193377725,0.518
13884,PGC70724,24.887,0.01861458654086891,0.551
13885,PGC70734,,,
13886,PGC70735,22.847,0.008519028966548235,0.472
13887,PGC70740,,,
13888,PGC70755,,,
13889,PGC70756,15.794,0.02181550242457364,0.661
13890,PGC70759,21.856,0.008193635351956738,2.453
13891,PGC70760,,,
13892,PGC70761,,,
13893,PGC70765,30.75,0.013567541166270208,0.468
13894,PGC70773,,,
13895,PGC70779,,,
13896,PGC70781,19.278,0.05350564883787843,0.591
13897,PGC70784,37.755,0.0032930875246989966,2.848
13898,PGC70786,,,
13899,PGC70787,,,
13900,PGC70795,,,
13901,PGC70799,18.841,0.0129839634084028,0.501
13902,PGC70800,48.5,0.027075959725709715,0.494
13903,PGC70803,,,
13904,PGC70806,26.498,0.008761749603192285,2.108
13905,PGC70812,,,
13906,PGC70813,18.457,0.012130587341698383,0.648
13907,PGC70814,,,
13908,PGC70818,,,
13909,PGC70819,64.129,0.0001455731119306499,3.923
13910,PGC70821,,,
13911,PGC70828,27.185,0.006219365314106866,0.743
13912,PGC70830,,,
13913,PGC70832,26.224,0.017170232666728548,0.495
13914,PGC7084,,,
13915,PGC70840,42.803,0.005589648766037348,2.522
13916,PGC70854,,fit fail,fit fail
13917,PGC70864,,,
13918,PGC70870,16.142,0.011011164990924102,0.527
13919,PGC70872,29.794,0.0003882741148529541,1.967
13920,PGC70874,21.343,0.0026192261170046873,1.035
13921,PGC7088,40.352,0.0026127560648208843,0.932
13922,PGC70880,,,
13923,PGC70883,14.253,0.016170413012121375,0.576
13924,PGC70884,,,
13925,PGC70885,,,
13926,PGC70889,30.4,0.0032418119946384678,2.459
13927,PGC70890,38.755,9.973125018178382e-05,3.221
13928,PGC70894,,,
13929,PGC70897,20.017,0.004619259189118864,1.487
13930,PGC70912,44.834,0.004212842073709995,2.785
13931,PGC70925,,,
13932,PGC70927,17.17,0.008859526874079362,0.499
13933,PGC70948,,,
13934,PGC70953,30.204,0.0058183949712608445,0.939
13935,PGC70962,24.453,0.009131749358378415,2.411
13936,PGC709645,,,
13937,PGC70966,18.236,0.04721849634034695,0.603
13938,PGC70974,9.712,0.019759682891927494,0.536
13939,PGC70976,18.793,0.013319477616024105,0.598
13940,PGC7098,,,
13941,PGC70981,16.892,0.032233649997123553,0.432
13942,PGC70986,24.804,0.001425862046805903,1.38
13943,PGC70996,50.357,0.003567976850655115,0.963
13944,PGC70998,,,
13945,PGC71001,53.215,0.009523252850854036,0.41
13946,PGC71003,,,
13947,PGC71023,,,
13948,PGC71029,,,
13949,PGC71030,20.657,0.0212644933981111,0.563
13950,PGC71031,36.429,0.06997698279223002,0.422
13951,PGC71034,31.806,0.014880321389533211,0.728
13952,PGC71036,17.452,0.00625984310084402,1.381
13953,PGC71040,21.027,0.013898071615347294,0.373
13954,PGC71047,,,
13955,PGC71049,,,
13956,PGC71051,20.822,0.011447215765753523,0.454
13957,PGC71052,,,
13958,PGC71055,30.775,0.004808688157791318,0.551
13959,PGC7106,28.746,0.0003090314639628037,1.814
13960,PGC71066,63.488,0.035186277325271194,0.205
13961,PGC71069,14.267,0.012698462435655377,0.568
13962,PGC71071,90.974,0.0009017565409274212,4.446
13963,PGC710786,105.829,0.00010321498000668783,4.309
13964,PGC71083,32.95,0.001215516793215451,1.654
13965,PGC71085,,,
13966,PGC71087,47.394,0.013040594389873334,0.507
13967,PGC71089,,,
13968,PGC7109,16.965,0.012202780239386432,0.464
13969,PGC71097,20.76,0.006241279372324384,0.655
13970,PGC71102,31.476,0.015110926645362137,0.295
13971,PGC71110,,,
13972,PGC71111,,,
13973,PGC71113,21.977,0.0009919402591899741,2.751
13974,PGC71118,21.706,0.02756903466876277,0.34
13975,PGC71120,,,
13976,PGC71121,15.773,0.005398454695953339,0.981
13977,PGC71126,24.013,0.007871574654974078,1.361
13978,PGC71129,118.964,1.4741440961347074e-05,3.437
13979,PGC71132,25.056,0.0004976359021581496,2.025
13980,PGC71133,,,
13981,PGC71134,27.338,0.013246567037910724,0.577
13982,PGC71138,,,
13983,PGC71140,24.197,0.0017004731667995998,1.769
13984,PGC71145,,,
13985,PGC7115,14.036,0.0035659105684228416,0.349
13986,PGC71153,28.966,0.00036312449184071983,1.608
13987,PGC71154,,,
13988,PGC71155,,fit fail,fit fail
13989,PGC71159,19.055,0.02281489633128168,0.738
13990,PGC71162,,,
13991,PGC71166,19.887,0.021481570985135725,0.612
13992,PGC71169,13.772,0.0012202359610724311,0.385
13993,PGC71171,,,
13994,PGC71172,22.329,0.029357697793356397,1.751
13995,PGC71174,,,
13996,PGC7118,89.062,5.536849367416903e-05,4.565
13997,PGC71181,29.323,0.011780297507786211,0.382
13998,PGC71188,,,
13999,PGC71192,45.685,0.00014877895392260304,2.805
14000,PGC71197,,,
14001,PGC71200,,,
14002,PGC71201,,,
14003,PGC71208,,,
14004,PGC71213,118.547,0.0004434754319144178,5.149
14005,PGC71216,11.993,0.02062607976395267,0.716
14006,PGC71217,23.793,0.0032978087265930823,0.687
14007,PGC71219,31.586,0.0018867006082407601,3.907
14008,PGC7122,28.589,0.0004231852109412073,2.891
14009,PGC71220,,,
14010,PGC71229,,,
14011,PGC71235,20.109,0.010781851566788783,0.537
14012,PGC71239,16.376,0.01874135049176155,0.522
14013,PGC7124,17.319,0.006126560614657745,0.546
14014,PGC71240,20.845,0.025053942116072866,0.586
14015,PGC71244,29.023,0.007555329992370915,0.515
14016,PGC7125,,,
14017,PGC71260,,,
14018,PGC71261,16.881,0.014079709381061128,0.359
14019,PGC71262,,,
14020,PGC71274,120.269,0.00011029194653370628,4.578
14021,PGC71288,26.347,0.006571091804890308,0.512
14022,PGC71309,22.715,0.02069132022116437,0.43
14023,PGC71321,51.004,0.0007120182479835468,3.911
14024,PGC71329,,,
14025,PGC71345,,,
14026,PGC713507,,,
14027,PGC71360,,,
14028,PGC71362,28.382,0.0051564004195699155,2.654
14029,PGC71363,,,
14030,PGC71368,,,
14031,PGC71370,19.756,0.025072446881892276,0.59
14032,PGC71375,20.131,0.01815921621637598,0.714
14033,PGC7138,16.517,0.019027674960935558,0.644
14034,PGC71383,19.277,0.0045949802166627765,0.512
14035,PGC71386,,,
14036,PGC71389,72.921,0.0001091997403612595,1.234
14037,PGC71394,23.901,0.04370928383263946,0.509
14038,PGC71396,,,
14039,PGC714,29.188,0.00505192415635802,0.69
14040,PGC7140,21.638,0.016846631974818147,0.819
14041,PGC714066,13.846,0.009459604336187194,0.465
14042,PGC71417,,,
14043,PGC71426,,,
14044,PGC71430,35.61,0.014022026857880994,2.085
14045,PGC71431,,,
14046,PGC71440,76.575,0.005936325201737771,2.657
14047,PGC71449,11.611,0.04325938592760145,0.546
14048,PGC71450,,,
14049,PGC71456,,,
14050,PGC71464,,,
14051,PGC71471,26.544,0.00623041902653699,0.575
14052,PGC71473,33.073,0.01156885257011291,0.369
14053,PGC71474,,,
14054,PGC71476,,,
14055,PGC71478,26.291,0.001313672587858568,0.996
14056,PGC71479,,,
14057,PGC71480,,,
14058,PGC71481,,,
14059,PGC71485,40.982,0.0010985289307914527,2.976
14060,PGC71489,14.969,0.0009013677406434406,0.905
14061,PGC71493,9.692,0.33671979521106205,0.252
14062,PGC71498,62.031,0.001657849543000711,3.333
14063,PGC71501,,,
14064,PGC71517,46.371,0.004697220856630042,1.315
14065,PGC715212,,,
14066,PGC71525,29.727,0.0005867588512010596,0.951
14067,PGC71526,,fit fail,fit fail
14068,PGC71529,16.947,0.005218016715503625,1.622
14069,PGC71530,,,
14070,PGC71531,,,
14071,PGC71534,29.836,0.04417307091557645,0.162
14072,PGC71536,21.075,0.005107605446806638,2.647
14073,PGC71538,65.771,0.005765237515810446,0.134
14074,PGC71546,25.639,0.010456511144270063,0.355
14075,PGC71548,,,
14076,PGC71556,16.921,0.02595438031072373,0.572
14077,PGC71564,,,
14078,PGC71565,28.177,0.0007501764604885756,1.224
14079,PGC71568,,,
14080,PGC71578,24.704,0.00897804854386171,0.499
14081,PGC71580,15.567,0.010798681634771256,1.446
14082,PGC71583,,,
14083,PGC71589,16.642,0.005095047138539957,0.594
14084,PGC7159,,fit fail,fit fail
14085,PGC71596,,,
14086,PGC716027,22.704,0.006059626090468182,0.705
14087,PGC71603,,,
14088,PGC71606,27.253,0.006220195908594554,0.63
14089,PGC71607,17.44,0.0021322324738482644,1.019
14090,PGC71625,,,
14091,PGC71635,42.59,4.4131776792945514e-05,4.221
14092,PGC71636,21.15,0.014238479518729358,0.66
14093,PGC71637,,,
14094,PGC71645,,,
14095,PGC71646,,,
14096,PGC71650,,,
14097,PGC716589,40.423,0.0010180958608321496,3.441
14098,PGC71660,,,
14099,PGC71667,16.744,0.006076663592779011,0.591
14100,PGC71676,,,
14101,PGC71679,,,
14102,PGC71680,17.915,0.029835085567646566,0.332
14103,PGC71684,,,
14104,PGC71692,,,
14105,PGC716950,,,
14106,PGC71699,28.621,0.01617201066856259,0.4
14107,PGC71703,32.577,0.010823848330742925,0.47
14108,PGC71704,,,
14109,PGC71716,27.939,0.042799041343873453,0.847
14110,PGC71720,41.272,0.0001400136320932146,2.82
14111,PGC71722,19.617,0.010532924973773148,0.487
14112,PGC71724,,,
14113,PGC71728,38.393,0.008884432883332499,2.192
14114,PGC71729,50.14,0.0441226160634881,0.125
14115,PGC71730,,,
14116,PGC71733,37.263,0.003361575835109471,3.169
14117,PGC717446,,fit fail,fit fail
14118,PGC71750,24.921,0.0175415096694899,0.329
14119,PGC71753,20.839,0.0313851450257807,0.347
14120,PGC71754,,,
14121,PGC71758,,,
14122,PGC71760,36.022,0.006418521076777769,0.742
14123,PGC71761,18.693,0.008318885015915458,1.828
14124,PGC71773,20.182,0.01455259988699365,1.809
14125,PGC71775,,,
14126,PGC71776,15.293,0.024756142225456624,0.315
14127,PGC71780,21.966,0.00626987984382671,0.493
14128,PGC71784,,,
14129,PGC71785,,,
14130,PGC71790,53.296,0.002220341190334022,3.631
14131,PGC71793,,,
14132,PGC71796,,,
14133,PGC71797,,,
14134,PGC7180,,,
14135,PGC71800,,,
14136,PGC71801,23.343,0.02197170417130483,1.292
14137,PGC71804,21.951,0.024417616270122594,0.5
14138,PGC71820,10.37,0.12149695783471126,6.061
14139,PGC71824,,,
14140,PGC71826,34.849,0.012794018133339385,0.699
14141,PGC71828,,,
14142,PGC71829,40.113,0.001021119217367007,0.824
14143,PGC71830,,,
14144,PGC71836,,,
14145,PGC71838,29.966,0.003569022016524864,0.699
14146,PGC71839,112.729,0.0019115433896555564,2.94
14147,PGC71844,,,
14148,PGC71846,,,
14149,PGC71850,16.061,0.030188801717459742,0.449
14150,PGC71864,,,
14151,PGC71866,,,
14152,PGC71868,11.058,0.2668525811572254,0.649
14153,PGC71876,,,
14154,PGC71877,,,
14155,PGC71878,,,
14156,PGC71881,122.937,0.002605151536350824,1.01
14157,PGC71883,34.573,0.017122180829554526,0.366
14158,PGC71889,28.611,0.007625716860141618,0.622
14159,PGC718893,,,
14160,PGC7189,,fit fail,fit fail
14161,PGC71890,28.1,0.004707352772891295,0.928
14162,PGC71895,,,
14163,PGC7191,72.402,0.0007019312419375607,3.135
14164,PGC71910,,,
14165,PGC71915,,,
14166,PGC71926,46.163,0.005950359188115628,0.384
14167,PGC71932,,,
14168,PGC71934,,,
14169,PGC71941,44.469,0.00042712488311742746,1.91
14170,PGC71943,22.975,0.0024824659454370417,0.823
14171,PGC71948,,,
14172,PGC71955,19.071,0.0007094785089447527,1.657
14173,PGC71957,,,
14174,PGC71969,,,
14175,PGC719700,,,
14176,PGC71989,19.478,0.02090325432120867,0.536
14177,PGC71993,16.58,0.0029880512080301363,1.11
14178,PGC72001,62.81,0.024554966812501723,0.293
14179,PGC72003,18.172,0.042887152278295086,0.581
14180,PGC72006,,,
14181,PGC72009,,,
14182,PGC7201,,,
14183,PGC72011,,,
14184,PGC72015,20.657,0.010718734398476079,0.5
14185,PGC72035,,,
14186,PGC72038,21.68,0.013042031204689131,0.499
14187,PGC72039,17.19,0.03118169054565633,0.48
14188,PGC72060,,,
14189,PGC720702,,,
14190,PGC72073,,,
14191,PGC72077,,,
14192,PGC72087,,,
14193,PGC72107,,,
14194,PGC7212,13.324,0.006140201351725227,1.568
14195,PGC72123,,,
14196,PGC72128,28.824,0.006202431462686639,0.649
14197,PGC72131,29.237,0.02268338265159393,0.62
14198,PGC72157,,,
14199,PGC72163,,,
14200,PGC72173,17.946,0.0005415808681740809,1.526
14201,PGC72178,,,
14202,PGC72181,,,
14203,PGC72193,38.883,0.010140773066937916,2.674
14204,PGC72194,20.024,0.007178648725155208,0.738
14205,PGC7222,17.854,0.00776707780291627,0.616
14206,PGC72228,,,
14207,PGC72237,62.669,0.01367877419013371,1.559
14208,PGC72247,27.888,0.001902542069815746,0.327
14209,PGC72250,28.036,0.006890501263880312,0.692
14210,PGC72252,,,
14211,PGC72260,,,
14212,PGC72261,,,
14213,PGC72262,,,
14214,PGC72263,,fit fail,fit fail
14215,PGC72267,20.328,0.01565511839926173,0.709
14216,PGC72275,25.556,0.007745316066628423,0.818
14217,PGC72300,11.515,0.004619059561655645,0.83
14218,PGC72302,46.296,0.0009039027336611099,4.08
14219,PGC72314,42.018,0.005531659744386447,0.651
14220,PGC72325,,,
14221,PGC72345,24.001,0.03690781770650516,0.477
14222,PGC72350,,,
14223,PGC72352,,,
14224,PGC72364,21.621,0.014695501512950147,0.414
14225,PGC72367,24.596,0.037767616707443954,0.345
14226,PGC72381,,,
14227,PGC7239,,,
14228,PGC723950,21.347,0.0021516829605932692,2.068
14229,PGC72397,,,
14230,PGC72424,,,
14231,PGC7243,227.012,8.296823667487696e-05,4.467
14232,PGC7244,,,
14233,PGC72443,,,
14234,PGC72444,60.118,0.011409652701990907,0.473
14235,PGC72454,,,
14236,PGC7247,71.009,0.020645411458714288,0.29
14237,PGC7248,23.118,0.01995055286564352,0.467
14238,PGC72491,32.335,0.023935543280316877,0.544
14239,PGC72494,,,
14240,PGC72501,,,
14241,PGC72510,,,
14242,PGC7252,99.608,0.00018639648424973715,3.066
14243,PGC72523,22.818,0.009170628622250735,0.454
14244,PGC7254,,,
14245,PGC725406,,,
14246,PGC72544,16.975,0.022285943407890463,0.433
14247,PGC72568,24.851,0.02064218983875728,0.572
14248,PGC72597,21.094,0.11957899335592613,0.49
14249,PGC726,34.758,0.006549917349542374,0.458
14250,PGC72615,,,
14251,PGC72618,30.227,0.01234701591703489,0.304
14252,PGC7262,44.838,0.04115274787364548,0.477
14253,PGC7263,26.441,0.005701913652008303,0.806
14254,PGC72635,,fit fail,fit fail
14255,PGC72638,26.698,0.014774213997264817,0.754
14256,PGC72650,17.861,0.006975996019578625,0.526
14257,PGC72659,28.624,0.011891703290274882,0.677
14258,PGC726644,,,
14259,PGC72670,30.968,0.0018909552831127886,2.279
14260,PGC72675,,,
14261,PGC72676,25.421,0.013347240959688778,0.642
14262,PGC72683,,,
14263,PGC72687,25.627,0.043215614374653454,0.532
14264,PGC72749,,,
14265,PGC7276,8.881,0.007256672732641936,0.583
14266,PGC72774,,,
14267,PGC72788,,,
14268,PGC72790,41.496,0.005945135019517208,0.715
14269,PGC72799,14.7,0.014434845539317988,1.675
14270,PGC7282,36.746,0.018121232639698902,0.119
14271,PGC72847,18.143,0.026886689100901993,0.461
14272,PGC728536,24.95,0.003350555175337742,3.064
14273,PGC72860,,,
14274,PGC72867,,,
14275,PGC72870,,,
14276,PGC728767,141.469,8.804299440022634e-05,3.124
14277,PGC72882,107.471,0.0063292821932944,1.239
14278,PGC7289,14.08,0.0014221487717940666,0.947
14279,PGC72892,37.5,0.004339312678500648,0.446
14280,PGC72900,,,
14281,PGC72907,37.116,0.007744554238192118,0.566
14282,PGC7292,16.198,0.018812624822143683,0.516
14283,PGC72929,28.486,0.004479811389982318,1.799
14284,PGC72930,45.338,0.0018732369568494197,0.658
14285,PGC72933,,,
14286,PGC72941,,,
14287,PGC72949,,,
14288,PGC7295,,,
14289,PGC72957,,,
14290,PGC72969,,,
14291,PGC72977,,,
14292,PGC72983,,,
14293,PGC7301,13.611,0.0013608886733371965,0.853
14294,PGC73013,,,
14295,PGC73023,49.097,0.00632498614084705,0.895
14296,PGC7303,,,
14297,PGC730362,,,
14298,PGC73049,131.88,0.04659658363812565,0.454
14299,PGC7306,,,
14300,PGC73063,,,
14301,PGC73096,,,
14302,PGC73100,21.252,0.008995800917433548,0.449
14303,PGC73101,,,
14304,PGC73111,71.0,0.001866587140465217,4.666
14305,PGC7312,,fit fail,fit fail
14306,PGC73126,17.816,0.0031503143845753906,1.645
14307,PGC73143,,,
14308,PGC73146,31.083,0.006770399070136362,0.758
14309,PGC73154,,,
14310,PGC7316,,,
14311,PGC73161,30.563,0.0026129460445545325,0.432
