col1,col2,PGC,OBJNAME,R25_DEG,LOGMASS,DIST_MPC,GALTYPE_COURSE,IDE,Com,Tmag,q,PosAng,n,Re,ratio_Salo,INCL_DEG,MORPH,T,Re_mine,mse,saloratio,mm15ratio,Re_mine2,mse2,saloratio2,mm15ratio2,n_mine2,nsratio,mse_fuv,n_mine_fuv,Re_mine_fuv,bandratio,Re_mine_w2,mse_w2,n_mine_w2
NGC0615,17.5,5897,NGC0615,0.0264739487320184,10.374322,23.2,LT,NGC0615,,10.79,0.415,160.27,5.636,37.91,4.435684337313403,74.55000305175781,b'Sb  ',3.0,38.454299999999996,12.590447444291254,0.9858455361298997,0.4550856471187878,161.461,27.392494246199824,0.23479354147441173,0.10838530666848341,,,0.00048333893604830266,0.534,46.686,3.5636311468173396,45.308,3.879709323456444,1.771
NGC0625,66.2,5896,NGC0625,0.0545530132949352,8.569519,4.0,LT,NGC0625,,11.21,0.364,92.32,1.266,65.63,,90.0,b'SBm ',9.0,,,,,,,,,1.818,,,,,,,,
NGC0628,112.6,5974,NGC0628,0.0823794230818748,10.235052,9.77,LT,NGC0628,,8.86,0.985,151.87,2.095,127.08,0.5710069450109291,6.5,b'Sc  ',5.199999809265137,84.3435,4.852680142328737,1.506695833111028,1.3350169248371242,103.515,4.852680142328758,1.2276481669323287,1.087765058204125,1.773,0.9893973214285714,0.0008277312859578398,0.395,136.719,0.9633603841715371,107.452,1.6942770201284512,1.792
NGC0658,15.6,6275,NGC0658,0.0123259015381336,10.352731,44.87,LT,NGC0658,,12.18,0.557,26.45,1.715,16.23,0.3071547656955259,55.59000015258789,b'Sb  ',3.0,30.6468,0.20217096471295487,0.5295822076040566,0.5090254121148048,30.647,0.20217096471295454,0.5295787515906941,0.5090220902535322,1.817,0.5178113422627529,0.001612785697605502,0.923,32.684,0.3972545918830285,77.147,0.16810802623658275,3.509
NGC0660,31.7,6318,NGC0660,0.0380906835198402,9.791028,9.0,LT,NGC0660,,9.53,0.313,42.49,4.01,27.2,1.140267997837671,78.7699966430664,b'Sa  ',1.2000000476837158,41.7429,8.632653185848218,0.6516078183355732,0.7594105823984438,51.783,97.82728043796281,0.5252689106463511,0.6121700171871077,1.033,0.49663461538461534,3.5111890802366526e-05,0.724,122.467,1.1090336674376766,46.692,113.29897393402416,2.08
NGC0672,73.6,6595,NGC0672,0.0584545992314815,9.373411,8.28,LT,NGC0672,,10.96,0.306,74.45,1.189,88.31,2.2240797856255607,69.63999938964844,b'SBc ',6.0,80.9001,0.47036611691767083,1.0915932118748928,0.9097640175970116,80.9,0.4703661169176714,1.0915945611866502,0.9097651421508033,,,0.011706003394080813,1.031,96.872,1.0244266882779756,78.971,0.19415959937966784,1.015
NGC0676,15.6,6656,NGC0676,0.0229519084095954,10.625184,21.0,LT,NGC0676,,10.27,0.422,173.0,8.28,44.1,,90.0,b'S0-a',0.10000000149011612,,,,,,,,,,,,,,,,,
NGC0678,22.7,6690,NGC0678,0.025634141638875,10.850008,41.077145,LT,NGC0678,,11.06,0.407,77.97,4.281,19.52,,90.0,b'SBb ',3.0,,,,,,,,,0.865,,,,,,,,
NGC0681,20.7,6671,NGC0681,0.0205977000296115,10.105238,19.3,LT,NGC0681,,10.97,0.456,66.46,2.696,28.96,0.8021112241383281,46.779998779296875,b'SABa',2.0,18.322200000000002,0.39606918008981895,1.5805962166115421,1.1297769918459573,18.322,0.3960691800898193,1.5806134701451808,1.1297893243095731,1.332,1.5952095808383235,,,,0.9995635570103656,18.33,0.5276632822686679,0.835
NGC0685,53.3,6581,NGC0685,0.0251083802431821,9.715643,16.0,LT,NGC0685,,11.18,0.858,72.98,1.751,69.57,0.6138845582413743,41.29999923706055,b'Sc  ',5.400000095367432,53.4087,0.1681646286520652,1.3025967679423014,0.9979647510611566,53.409,0.16816462865206508,1.3025894512160872,0.9979591454623752,1.329,0.9992481203007518,,,,1.0007307476110174,53.37,0.07333272111919814,1.33
NGC0691,33.4,6793,NGC0691,0.0225849263370037,10.5332575,30.6,LT,NGC0691,,10.88,0.713,90.48,3.016,59.34,0.4974933650220448,47.970001220703125,b'Sbc ',4.0,33.2757,1.0751371308510582,1.7832832968202021,1.003735458607933,33.276,1.0751371308510598,1.7832672196177424,1.0037264094242095,0.604,0.45142002989536617,0.0001311965987808075,0.581,50.542,0.9737227131737579,34.174,0.36901024801276244,1.338
NGC0693,11.4,6778,NGC0693,0.0175719000399112,9.882393,21.0,LT,NGC0693,,11.78,0.237,105.8,1.618,12.84,0.1479720040333255,66.69000244140625,b'S0-a',0.20000000298023224,32.9274,4.543585322373738,0.3899487964430839,0.3462162211410558,16.645,4.543585322373739,0.7714028236707721,0.6848903574647042,0.776,1.2976588628762542,0.0031347846635325807,0.453,18.1,1.0221062327295056,16.285,2.4421380563397688,0.598
NGC0701,19.3,6826,NGC0701,0.0186990145593881,9.805042,19.3,LT,NGC0701,,11.46,0.362,48.7,1.774,27.37,0.412866390864591,62.459999084472656,b'SBc ',5.0,35.940599999999996,2.4376045597074736,0.7615343093882685,0.5369971564192029,24.119,2.4376045597074723,1.1347899995853892,0.8001990132260873,1.57,2.2655122655122657,0.0017199889849051728,0.402,32.965,1.0887955940772842,22.152,1.3062756831286615,0.693
NGC0718,16.9,6993,NGC0718,0.0228991191834211,10.258263,21.0,LT,NGC0718,,10.61,0.751,157.1,9.186,73.71,6.18548962695479,28.200000762939453,b'Sa  ',1.0,20.0664,7.326836932071813,3.673304628632938,0.842203883108081,21.643,7.561021718805764,3.4057200942568033,0.7808529316638173,0.587,0.31936887921653967,0.001082669153517976,3.814,90.526,0.8735822401614531,24.775,2.9471666931949514,1.838
NGC0723,11.1,7024,NGC0723,0.0111382966861128,9.635707,26.4,LT,NGC0723,,12.77,0.933,151.09,0.64,10.09,1.613924164811949,40.15999984741211,b'Sbc ',3.799999952316284,13.0752,0.42127027969686986,0.7716899167890356,0.848935389133627,13.075,0.42127027969686975,0.7717017208413002,0.8489483747609943,0.698,0.27491138243402913,0.02035342287353047,1.752,30.298,0.2993909140868291,43.672,0.29457582454428616,2.539
NGC0755,27.0,7262,NGC0755,0.0239231679588556,9.431583,19.3,LT,NGC0755,,12.55,0.31,49.75,1.007,28.44,2.176783384975633,78.05999755859375,b'SBbc',3.5999999046325684,35.4699,0.5513532051514454,0.801806602217655,0.761208799573723,35.47,0.551353205151445,0.8018043416972089,0.7612066535100085,1.545,2.128099173553719,0.0053129634624231115,0.477,44.838,0.947964828821124,37.417,0.22410788716782604,0.726
NGC0772,52.3,7525,NGC0772,0.0380906835198402,11.179884,33.3,LT,NGC0772,,9.48,0.745,122.11,2.938,71.58,0.9935658724631417,59.59000015258789,b'Sb  ',3.0999999046325684,49.225500000000004,1.6653926823093905,1.4541243867507694,1.0624574661506738,50.752,2.0212399846214373,1.410387767969735,1.0305012610340478,0.862,0.5793010752688172,0.0008184394642773864,0.843,77.695,0.9980923911974672,50.849,1.3755469460794647,1.488
NGC0779,27.6,7544,NGC0779,0.0112413577735424,10.3063,18.0,LT,NGC0779,,10.6,0.363,160.1,1.421,33.63,1.0056772318835934,69.37000274658203,b'SABb',3.0,287385.0786,2.2913964561224405,0.00011702068932677008,9.603838909957937e-05,31.191,2.292312767006857,1.0781956333557758,0.8848706357603155,,,0.000341808109995529,0.355,42.268,0.9970909788376702,31.282,0.7505501137505785,0.852
NGC0784,86.5,7671,NGC0784,0.0347391180694103,8.362683,5.32,LT,NGC0784,,12.2,0.231,1.25,0.914,95.24,,90.0,b'SBd ',7.900000095367432,,,,,,,,,0.86,,,,,,,,
NGC0803,28.0,7849,NGC0803,0.0222750548273324,9.72307,21.0,LT,NGC0803,,12.17,0.402,10.4,1.226,28.39,0.5551530731515851,73.11000061035156,b'Sc  ',5.300000190734863,35.0001,0.43203885800155784,0.8111405395984582,0.7999977142922448,35.0,0.4320388580015579,0.8111428571428572,0.8,,,0.0004911362791923422,0.58,60.815,1.0187449062754685,34.356,0.22459778314519946,0.831
NGC0855,19.4,8557,NGC0855,0.0244804192334413,9.051554,9.73,ET,NGC0855,,12.22,0.469,72.63,3.174,23.79,,90.0,b'E   ',-4.800000190734863,,,,,,,,,1.316,,,,,,,,
NGC0864,45.4,8631,NGC0864,0.0310326423496007,9.814785,14.8,LT,NGC0864,,10.77,0.877,78.95,2.24,60.11,3.66577844899532,47.58000183105469,b'SABc',5.099999904632568,51.866099999999996,0.9858242859869831,1.158945823958231,0.875330900144796,51.866,0.9858242859869822,1.158948058458335,0.8753325878224656,,,0.0010747816270385779,0.227,62.218,1.0249589945260162,50.603,0.43453191718423684,1.317
NGC0865,14.9,8678,NGC0865,0.0134839992970228,9.674161,25.4,LT,NGC0865,,12.57,0.278,157.31,1.165,16.89,,90.0,b'Sbc ',4.0,,,,,,,,,1.209,,,,,,,,
NGC0895,39.6,8974,NGC0895,0.0276578739285469,10.13871,28.0,LT,NGC0895,,11.54,0.597,121.97,1.599,49.54,0.396104924578684,49.06999969482422,b'Sc  ',6.0,33.0606,0.8941657229399836,1.498460403017489,1.1978004028964993,33.061,0.8941657229399834,1.4984422733734613,1.1977859108919875,0.718,0.5851670741646291,0.0010077727766621418,0.663,54.208,0.9745320560058954,33.925,0.3211805774597959,1.227
NGC0899,15.9,8990,NGC0899,0.0135774668306112,9.149997,19.0,LT,NGC0899,,12.79,0.798,120.51,1.076,15.75,0.6819264140827772,47.58000183105469,b'IB  ',9.899999618530273,17.6229,0.3926501347839176,0.8937235074817425,0.9022351599339495,17.623,0.39265013478391764,0.8937184361345968,0.9022300402882596,,,0.0568873244192825,0.603,17.217,1.009682594247737,17.454,0.1794720535294898,0.723
NGC0907,23.3,9054,NGC0907,0.0184000376611948,9.482272,19.0,LT,NGC0907,,12.35,0.265,91.06,0.997,28.36,,90.0,b'SBcd',7.5,,,,,,,,,1.433,,,,,,,,
NGC0908,55.7,9057,NGC0908,0.0511468313634395,10.5942135,19.0,LT,NGC0908,,9.75,0.502,80.74,0.962,58.84,1.1294957500885738,65.04000091552734,b'SABc',5.099999904632568,23173.287300000004,13.32571479715704,0.002539130475459129,0.0024036296309155928,74.147,13.325714797157016,0.7935587414190729,0.7512104333283882,0.845,0.6195014662756597,0.0010895522065713,0.153,80.492,0.9974709087240198,74.335,5.363745889675865,1.364
NGC0918,47.2,9236,NGC0918,0.0257524605840444,9.656442,16.1,LT,NGC0918,,11.18,0.572,158.17,0.937,51.09,0.2796838289978913,57.56999969482422,b'Sc  ',5.199999809265137,43.1244,0.5566609597171746,1.1847121351253582,1.0945079815603231,43.124,0.5566609597171748,1.18472312401447,1.0945181337538261,1.168,1.45273631840796,0.0035156084671662253,0.648,51.62,0.9967179771645173,43.266,0.19639720642507474,0.804
NGC0936,40.9,9359,NGC0936,0.0369673818349838,10.986974,23.0,ET,NGC0936,,9.18,0.78,96.32,5.702,81.59,2.501672839885116,50.540000915527344,b'S0-a',-1.2000000476837158,28.9584,16.404595705670918,2.817489916569976,1.4123708492181888,23.176,27.158893734070105,3.520452191922679,1.7647566448049707,1.024,0.8448844884488449,0.0032795097686791168,2.929,72.043,0.9644610903037868,24.03,9.36934566277919,1.212
NGC0941,25.6,9414,NGC0941,0.0155890164896845,9.5290575,23.1,LT,NGC0941,,12.52,0.863,179.56,1.401,26.83,0.3052672039230146,45.65999984741211,b'SABc',5.300000190734863,27.3681,0.07948845719186137,0.9803384232007337,0.9353955882944013,27.368,0.07948845719186134,0.9803420052616194,0.9353990061385561,0.846,0.8914646996838778,0.007255781976607511,0.798,28.335,1.0846114215511433,25.233,0.03352894473272111,0.949
NGC0955,14.9,9549,NGC0955,0.0226891729980707,10.287538,23.1,LT,NGC0955,,11.3,0.272,18.65,2.104,19.86,0.7744382916913544,81.54000091552734,b'Sab ',2.0,51.5268,7.184012709965218,0.38543049442232,0.289169907698518,34.054,7.184012709965218,0.5831914018911141,0.4375403770482175,,,7.278593908118392e-05,0.621,62.846,0.9886772732551388,34.444,3.0994719909489272,0.851
NGC0986,32.4,9747,NGC0986,0.0313919819891452,10.3448305,23.0,LT,NGC0986,,9.96,0.644,55.51,6.319,68.45,,38.040000915527344,b'Sab ',2.4000000953674316,,,,,,,,,,,,,,,,,
NGC0986A,26.5,9686,NGC0986A,0.0142829762771725,8.750167999999999,17.226612,LT,NGC0986A,,14.44,0.335,71.38,0.827,29.88,,90.0,b'IB  ',9.899999618530273,,,,,,,,,0.821,,,,,,,,
NGC0988,50.1,9843,NGC0988,0.0360428243875503,10.424586,17.3,LT,NGC0988,,11.1,0.335,115.55,0.975,65.21,0.8423272442036066,68.69000244140625,b'Sc  ',5.900000095367432,55431.232200000006,9.046838432933274,0.001176412600115355,0.0009038225926357811,116.502,15.501355373502486,0.5597328801222297,0.43003553587062887,,,0.14457272057818996,0.124,68.905,1.611079612241229,72.313,6.787594364701151,0.346
NGC0991,34.1,9846,NGC0991,0.0123259015381336,9.474169,17.3,LT,NGC0991,,12.08,0.916,83.9,1.271,41.01,,28.100000381469727,b'SABc',5.199999809265137,,,,,,,,,3.412,,,,,,,,
NGC1015,19.7,9988,NGC1015,0.0163613352924585,10.37262,33.0,LT,NGC1015,,11.63,0.644,100.61,5.941,37.14,0.3837926677359443,35.470001220703125,b'Sa  ',1.0,20.9142,1.2730345730913153,1.775826950110451,0.941943751135592,66.315,3.9714714121740635,0.560054286360552,0.297067028575737,3.958,1.4060390763765542,,,,1.4874170105867575,44.584,0.8385241117951503,2.815
NGC1022,17.3,10010,NGC1022,0.021667992696166,9.773827,17.3,LT,NGC1022,Fit fails,,,,,,,59.88999938964844,b'SBa ',1.100000023841858,25.199099999999998,3.7605206701601204,,0.6865324555242053,91.776,8.001192558908325,,0.18850244072524408,,,0.04816611782958961,3.828,82.859,5.799431279620853,15.825,3.474794179809925,0.952
NGC1032,20.9,10060,NGC1032,0.0298413708806037,10.886072,38.14173,LT,NGC1032,,10.76,0.447,67.84,3.933,24.44,,90.0,b'S0-a',0.30000001192092896,,,,,,,,,0.628,,,,,,,,
NGC1035,24.1,10065,NGC1035,0.0173707585781812,9.796484,17.3,LT,NGC1035,,11.46,0.259,147.44,0.886,29.64,1.4396807927253534,74.91999816894531,b'Sc  ',4.800000190734863,50.3748,1.592533418981769,0.5883894328116439,0.478413810079643,31.262,1.5925334189817684,0.9481159234853817,0.7709039728744163,1.036,1.6900489396411094,0.0010004675573700706,0.34,35.658,1.0303549652285686,30.341,0.847852953172581,0.613
NGC1036,13.2,10127,NGC1036,0.0116901127621531,8.564731,10.0,LT,NGC1036,,12.89,0.662,16.03,2.631,18.99,0.3585939413929692,45.38999938964844,b'Sab ',1.5,17.4843,0.18370343132462671,1.0861172594842228,0.754963023970076,17.484,0.18370343132462666,1.0861358956760465,0.7549759780370623,1.512,0.7628657921291625,,,,0.6506400714498364,26.872,0.11261858426840105,1.982
NGC1042,64.3,10122,NGC1042,0.0322714745998382,9.921914,17.3,LT,NGC1042,,10.84,0.779,94.78,1.395,80.91,1.4865532567565205,58.130001068115234,b'SABc',6.0,73.1997,0.1550090534026928,1.105332398903274,0.8784189006239095,73.2,0.15500905340269286,1.1053278688524588,0.878415300546448,0.82,0.553306342780027,0.0002335117880142329,0.586,91.428,1.0119442601194426,72.336,0.07245477095808274,1.482
NGC1047,17.2,10132,NGC1047,0.0113715259358286,9.239329,18.382305,,NGC1047,,13.32,0.451,88.37,1.635,26.28,0.947809978838564,65.56999969482422,b'S0-a',-0.6000000238418579,26.2224,0.04859975079800986,1.0021965952773202,0.6559277564219903,26.222,0.04859975079800983,1.002211883151552,0.6559377621844252,0.651,0.7658823529411766,0.00010123550893411661,4.777,1044.2,0.9697485207100592,27.04,0.019585230895239704,0.85
NGC1051,26.2,10172,NGC1051,0.0150945009663701,9.116501,17.3,,NGC1051,,12.88,0.568,49.63,1.199,30.77,0.6933599604654755,64.5199966430664,b'Sm  ',8.699999809265137,22.0194,0.1079862618197632,1.3974041072872103,1.189859850858788,22.019,0.10798626181976315,1.3974294927108408,1.1898814660066306,2.678,4.08854961832061,0.0013709686309093872,0.581,30.492,0.9927412082957618,22.18,0.03799698834014394,0.655
NGC1052,18.1,10175,NGC1052,0.0245368462055921,10.666459,19.4,ET,NGC1052,,9.78,0.706,116.29,5.01,26.31,1.638909642889713,70.80999755859375,b'E   ',-4.699999809265137,14467.4451,3.2767439986852365,0.0018185657397103237,0.001251084754418733,77.38,3.5007119531464466,0.34001033858878266,0.23391057120703027,1.371,0.6723884256988719,0.0015537654384481117,1.003,22.424,2.008200975812312,38.532,2.07922752343761,2.039
NGC1055,43.7,10208,NGC1055,0.0576525889337062,10.440611,12.3,LT,NGC1055,,9.55,0.183,102.37,1.969,62.6,2.1399704099656733,62.72999954223633,b'SBb ',3.0999999046325684,50.689800000000005,7.74063257497268,1.2349624579303922,0.8621063803763281,47.315,10.0127526718771,1.3230476593046603,0.9235971679171511,,,8.591530209742919e-05,0.392,68.562,0.6864708015959377,68.925,6.0504290104376395,2.006
NGC1068,16.2,10266,NGC1068,0.0509118363261222,10.706241,12.3,LT,NGC1068,,8.06,0.878,37.53,2.942,20.31,,24.149999618530273,b'Sb  ',3.0,,,,,,,,,1.916,,,,,,,,
NGC1073,65.8,10329,NGC1073,0.0294997785240411,9.498652,12.3,LT,NGC1073,,10.73,0.524,60.3,3.08,167.47,7.064784508405773,52.279998779296875,b'SBc ',5.300000190734863,93.5496,0.07243977327561094,1.7901733412008176,0.7033701907864919,93.55,0.07243977327561099,1.7901656867985034,0.7033671833244254,1.539,0.8117088607594937,0.0020169773107589616,3.684,1051.148,1.0684956540609687,87.553,0.054729482268610914,1.896
NGC1076,11.5,10313,NGC1076,0.0150945009663701,10.069822,32.0,LT,NGC1076,,12.33,0.513,100.59,1.761,14.3,0.368946794845793,50.70000076293945,b'S0-a',0.20000000298023224,23.7168,1.1332980552528182,0.6029481211630575,0.48488834918707413,23.717,1.133298055252819,0.6029430366403846,0.4848842602352743,6.774,5.275700934579439,,,,1.1373423488227112,20.853,0.5979391113227298,1.284
NGC1079,27.5,10330,NGC1079,0.0220708325505256,10.030845,14.2,LT,NGC1079,,10.62,0.653,102.04,4.415,43.52,0.8309068701876553,61.63999938964844,b'SABa',0.6000000238418579,894.1113,0.5951307790043373,0.04867402973209264,0.030756797280159637,894.111,0.5951307790043364,0.048674046063631925,0.030756807599951235,,,0.0046313103893145975,1.975,31.979,1.6665660141025425,536.499,1.36189146479698,5.997
NGC1084,26.0,10464,NGC1084,0.0283021070063114,10.16228,17.3,LT,NGC1084,,10.19,0.606,40.83,1.061,29.83,,49.900001525878906,b'Sc  ',4.800000190734863,,,,,,,,,1.096,,,,,,,,
NGC1087,38.8,10496,NGC1087,0.024763885885477,9.7989645,14.4,LT,NGC1087,,10.61,0.849,11.91,1.785,41.76,0.6090100126581255,54.209999084472656,b'Sc  ',5.199999809265137,38.1726,1.250261353579212,1.0939784033573818,1.0164358728512073,38.173,1.250261353579212,1.0939669399837582,1.0164252220155605,0.965,0.8853211009174311,0.017451410004968023,0.469,35.313,1.0452342487883683,36.521,0.9508602528225727,1.09
NGC1090,37.7,10507,NGC1090,0.0275942590087652,10.227117,27.5,LT,NGC1090,,11.48,0.475,104.93,1.958,44.91,0.2986700595539138,67.4800033569336,b'Sbc ',3.799999952316284,38.3643,1.0987082286606502,1.1706195603725338,0.9826844227576159,38.364,1.0987082286606509,1.1706287144197685,0.9826921071838183,1.242,1.276464542651593,0.00016204907682121561,0.383,65.027,0.9819801371966826,39.068,0.4092096198943581,0.973
NGC1097,58.8,10488,NGC1097,0.0880681127309799,10.721384,14.2,LT,NGC1097,,8.57,0.567,144.93,4.589,77.53,1.1606580618049136,54.959999084472656,b'SBb ',3.299999952316284,30.8115,1.340136033965435,2.5162682764552198,1.908378365220778,26.754,254.0728840923785,2.897884428496673,2.1978021978021975,,,0.7797833466630448,3.937,251.089,1.242349663338751,21.535,121.63237217032123,0.991
NGC1110,38.0,10673,NGC1110,0.0197614468634128,8.695298,17.3,,NGC1110,,13.96,0.198,18.97,1.133,49.01,,90.0,b'SBm ',8.800000190734863,,,,,,,,,2.712,,,,,,,,
NGC1140,10.7,10966,NGC1140,0.0170144811272621,9.084945,17.3,LT,NGC1140,,12.64,0.465,2.84,2.922,11.58,2.111610274897002,73.7699966430664,b'SBm ',9.199999809265137,52.401599999999995,1.4874130244350772,0.22098561875973255,0.2041922384049342,52.402,1.4874130244350774,0.22098393191099577,0.20419067974504787,0.521,0.15655048076923078,3.7701738163162766,2.7,44.978,0.7503579815567902,69.836,0.9172066059766465,3.328
NGC1145,28.3,10965,NGC1145,0.0279781389981508,10.184087,25.1,LT,NGC1145,,11.81,0.141,59.83,0.855,35.25,4.577412340894862,83.44000244140625,b'Sc  ',5.199999809265137,38.9682,1.27953758563561,0.9045837375090457,0.7262331850072623,38.968,1.2795375856356102,0.9045883802094025,0.7262369123383289,,,3.2741582436566116e-05,0.438,74.129,0.9829234455795183,39.645,0.5650603094187276,0.523
NGC1163,13.8,11359,NGC1163,0.0188720356673002,10.0294895,34.5,LT,NGC1163,,12.74,0.172,142.92,1.532,16.98,,90.0,b'SBbc',4.199999809265137,,,,,,,,,1.329,,,,,,,,
NGC1179,57.6,11480,NGC1179,0.0306068621575832,10.038318,26.1,LT,NGC1179,,11.42,0.86,27.7,2.559,110.97,0.6359859613083717,48.029998779296875,b'Sc  ',5.900000095367432,63.79110000000001,0.07258671094385244,1.7395843620818576,0.9029472763441921,63.791,0.07258671094385252,1.7395870890878025,0.9029486918217304,1.773,1.2547770700636942,0.00018281430906990671,0.839,83.617,0.9370005875440658,68.08,0.025052625586204084,1.413
NGC1187,46.2,11479,NGC1187,0.0344999693334102,10.155164,18.9,LT,NGC1187,Fit fails,,,,,,,44.279998779296875,b'Sc  ',5.0,40.6278,2.4054035894281562,,1.1371523931889003,48.242,2.6549623362132593,,0.957671738319307,0.649,0.34411452810180276,0.0008939684294987738,0.292,69.132,1.0603569544575346,45.496,1.6724197731925452,1.886
NGC1222,7.3,11774,NGC1222,0.0130863571539521,9.856955,31.0,ET,NGC1222,,12.03,0.723,106.37,4.133,6.51,0.3195089107613745,67.81999969482422,b'E-S0',-2.5999999046325684,13.985999999999999,1.0200481350505999,0.46546546546546547,0.5219505219505219,13.986,1.0200481350505999,0.4654654654654654,0.5219505219505219,1.622,2.5463108320251178,0.07946648542317002,1.311,24.428,1.030200353565115,13.576,1.0910151849586405,0.637
NGC1232,79.4,11819,NGC1232,0.0566003061830997,10.835658,26.1,LT,NGC1232,,9.53,0.886,90.68,1.883,100.62,2.8503593836734287,32.59000015258789,b'SABc',5.0,74.6802,2.664720207714946,1.3473450794186412,1.0632001521152863,80.168,2.6647202077149337,1.2551142600538867,0.9904201177527193,1.021,0.6695081967213115,0.00047011670668392885,0.256,111.248,0.9982815729833389,80.306,0.892553715129455,1.525
NGC1249,41.9,11836,NGC1249,0.0303262509405612,9.267327,12.6,LT,NGC1249,,11.77,0.29,79.53,1.758,62.65,2.937456630850612,68.98999786376953,b'SBc ',6.0,48.3489,0.32286677926659385,1.2957895629476575,0.8666174411413703,48.349,0.3228667792665939,1.2957868828724484,0.8666156487207595,1.111,1.1054726368159205,0.0030760791828550304,0.704,68.429,1.00792178281807,47.969,0.1360899467013447,1.005
NGC1253,46.9,12041,NGC1253,0.0380906835198402,9.895479,20.9,LT,NGC1253,,11.26,0.345,82.91,2.116,72.16,0.5170792307331359,68.23999786376953,b'SABc',5.900000095367432,53.330400000000004,0.706048986195689,1.35307441909305,0.8794233682852556,53.33,0.7060489861956896,1.3530845677854866,0.8794299643727733,1.038,0.9444949954504095,0.0010677014661848842,0.412,90.396,1.0051264653775114,53.058,0.2739829262316913,1.099
NGC1255,48.5,12007,NGC1255,0.0337146557867527,10.025595,20.0,LT,NGC1255,,10.89,0.596,117.21,1.551,66.59,3.119714713474305,58.810001373291016,b'SABb',4.0,50.8752,0.6187470282786003,1.3088892033839672,0.9533132056483317,50.875,0.6187470282786003,1.308894348894349,0.9533169533169533,0.645,0.625,0.0012126636630550777,0.149,62.555,0.9720099350401222,52.34,0.23907798910961314,1.032
NGC1258,19.3,12034,NGC1258,0.0117711452767252,9.172307,18.95833,LT,NGC1258,,13.25,0.746,17.49,0.972,21.47,1.7409784536709767,43.709999084472656,b'SABc',5.699999809265137,19.5516,0.07882517626913425,1.0981198469690459,0.9871314879600647,19.552,0.07882517626913427,1.0980973813420623,0.9871112929623569,1.065,1.6384615384615384,0.001483413797435013,0.394,19.808,0.9972457410996632,19.606,0.02978240449090544,0.65
NGC1291,60.7,12209,NGC1291,0.0930719524621963,10.778668,9.08,LT,NGC1291,,7.84,0.804,172.24,6.084,108.96,4.213178278478011,29.40999984741211,b'S0-a',0.10000000149011612,93479.1939,0.7824287808390623,0.0011656069704298123,0.0006493423559571367,20.826,340.84800728645496,5.231921636416018,2.9146259483338137,0.831,0.7589041095890411,0.002687747893077503,1.074,20.232,0.9528297570572357,21.857,118.00871490442803,1.095
NGC1292,31.9,12285,NGC1292,0.0244241114705801,9.667924,19.0,LT,NGC1292,,11.94,0.445,10.9,1.25,35.2,3.20202702832898,68.5999984741211,b'Sc  ',5.0,36.6093,0.6621116908165806,0.9615043172090153,0.87136328747067,36.609,0.6621116908165812,0.9615121964544238,0.8713704280368215,1.246,1.5478260869565217,0.004774242685829246,0.587,43.55,1.0234840224775645,35.769,0.2698212398211758,0.805
NGC1297,22.4,12373,NGC1297,0.0199902728199958,10.419678,28.6,ET,NGC1297,,11.05,0.881,9.85,5.563,55.03,1.7239508666250276,39.20000076293945,b'E-S0',-2.5,22.7691,0.17480603813890808,2.4168719887918275,0.9837894339258029,22.769,0.17480603813890824,2.416882603539901,0.9837937546664325,0.579,0.46655922643029807,2.354203026667704e-05,1.523,32.502,1.002333157245994,22.716,0.2843408000707736,1.241
NGC1299,12.5,12466,NGC1299,0.0100419661030173,9.813029,30.9,LT,NGC1299,,12.52,0.485,44.55,1.155,14.23,0.3015791351516942,59.619998931884766,b'SBb ',3.0,15.241499999999998,1.0369440181270762,0.9336351408982057,0.8201292523701736,15.241,1.0369440181270762,0.933665769962601,0.8201561577324322,2.565,1.548913043478261,0.009861696421062587,0.433,18.53,0.5582374917588455,27.302,0.317559693211913,1.656
NGC1300,71.9,12412,NGC1300,0.0496385097503662,10.843147,26.1,LT,NGC1300,Fit fails,,,,,,,61.79999923706055,b'Sbc ',4.0,47.7738,1.0079093537558514,,1.50500902168134,94.867,3.946522667485307,,0.7579031697007389,,,8.779262206472725e-05,0.128,112.454,0.9979592051419615,95.061,2.104276520131845,2.606
NGC1302,29.9,12431,NGC1302,0.0355482921004295,10.585279,20.0,LT,NGC1302,,9.82,0.827,173.97,6.846,87.63,,25.920000076293945,b'S0-a',0.10000000149011612,,,,,,,,,0.53,,,,,,,,
NGC1306,8.3,12559,NGC1306,0.0091583831235766,9.058219,19.0,LT,NGC1306,,12.89,0.721,95.6,1.6,8.86,0.3534681814573897,57.63999938964844,b'Sb  ',2.799999952316284,11.8962,0.193085221117928,0.7447756426421882,0.6977017871253005,11.896,0.19308522111792817,0.7447881640887692,0.6977135171486214,,,,,,0.3172012905634216,37.503,0.5682225527706966,2.441
NGC1309,21.4,12626,NGC1309,0.0198984276503324,10.048837,24.1,LT,NGC1309,,11.33,0.891,7.95,1.504,23.17,,20.84000015258789,b'Sbc ',3.9000000953674316,,,,,,,,,1.311,,,,,,,,
