PGC,re,amp,n
PGC10810,17.057,0.11408708530694583,1.348
PGC10813,,,
PGC10815,19.922,0.47601321382723766,0.467
PGC10824,13.226,2.2891976591959105,0.498
PGC10830,27.213,0.09027205801137816,0.902
PGC10851,51.733,0.5944384224186131,4.706
PGC10854,,,
PGC10873,21.5,0.4361510740404842,2.752
PGC1087486,25.751,0.03525162761846034,0.87
PGC10875,,,
PGC1087632,134.932,0.001239448924357517,3.56
PGC10879,22.987,0.05256386474998781,0.953
PGC10882,,,
PGC10884,,,
PGC1089,26.028,0.07488780786742502,0.727
PGC10890,18.222,2.9441141666930717,0.571
PGC10891,,,
PGC10892,40.691,0.003284142975529391,1.26
PGC10893,19.319,0.15149265989294447,2.551
PGC109,10.298,0.44530513608070815,0.244
PGC1090402,207.837,0.0006606586379130652,3.525
PGC10907,,,
PGC10925,,,
PGC10927,,,
PGC10928,23.607,7.428659231770954,0.849
PGC10931,27.784,0.011684662284360992,2.077
PGC10932,30.68,1.6813830557283869,1.693
PGC10940,38.965,0.043202208792349074,0.993
PGC10942,42.772,0.41200947273951516,2.696
PGC1094786,20.431,0.03896108703357096,0.45
PGC10956,,,
PGC10965,43.872,1.72527246104018,0.44
PGC10966,23.086,1.5707285232256427,1.229
PGC10980,59.872,0.009840276595434263,4.488
PGC10981,,fit fail,fit fail
PGC1099,,fit fail,fit fail
PGC10994,25.57,0.03111331974566584,1.169
PGC11011,25.96,1.3293216567800477,0.53
PGC11012,14.724,7.701125806588634,0.639
PGC11014,,,
PGC11016,22.505,0.08386254908578954,0.438
PGC1103391,,,
PGC11036,44.707,0.01031872169866045,3.157
PGC11042,25.13,0.019570019559295944,1.597
PGC1105183,13.603,0.38888744369734835,0.532
PGC11056,28.483,0.5645305681627023,0.327
PGC1106,,,
PGC11065,58.594,0.028155695237879374,1.108
PGC11067,,,
PGC1107,82.678,0.015331668034709096,1.131
PGC11073,41.501,0.004280938527700382,3.993
PGC11074,16.871,1.0927324381915673,0.407
PGC11075,14.107,7.859184306815508,0.723
PGC11078,14.861,0.11587403754985447,0.611
PGC1108920,13.703,0.0726929849075545,0.503
PGC1109,15.945,8.501954555356654,0.354
PGC11092,18.271,0.16883777942523884,0.583
PGC11098,23.047,0.021219391192261277,1.98
PGC11103,,fit fail,fit fail
PGC11104,67.681,0.027947810577841358,4.381
PGC11116,46.857,0.025751413149644815,2.148
PGC11118,12.179,0.2777669957374186,0.872
PGC11123,37.895,0.01073485649330245,3.158
PGC11124,11.234,4.357176252355077,0.577
PGC11134,19.365,4.611331188399584,0.728
PGC11135,,fit fail,fit fail
PGC11139,,,
PGC1114,,,
PGC11153,,,
PGC11154,15.716,0.09492525067138766,0.542
PGC11156,,,
PGC11163,,,
PGC11179,,fit fail,fit fail
PGC11181,,,
PGC11192,28.728,0.09648265542697046,2.32
PGC11198,,,
PGC112,26.956,0.19349424277139943,1.953
PGC11202,26.873,0.27855038167300417,1.044
PGC11204,15.99,0.6378080426961936,0.593
PGC11210,25.062,0.1473905398286472,1.492
PGC11214,8.155,3.9447373032477038,0.48
PGC11217,24.209,2.413485945228743,0.561
PGC11221,,,
PGC11228,18.637,0.11554440677120746,0.749
PGC11230,16.369,0.29624058817388244,0.961
PGC1123197,19.831,0.15402507218896033,0.84
PGC11233,,,
PGC11242,,,
PGC11245,19.079,0.6135839699035538,0.427
PGC11248,31.367,0.19169774579830146,0.899
PGC11252,26.38,0.8862953965232313,0.517
PGC1125459,,,
PGC11261,,,
PGC11263,20.857,0.03704721359321235,1.8
PGC11264,,,
PGC11265,,,
PGC11270,,,
PGC11274,,,
PGC1127439,,fit fail,fit fail
PGC11282,,,
PGC11287,11.553,0.18414466359090853,0.821
PGC11290,20.554,0.13599822626978744,0.61
