col1,col2,PGC,OBJNAME,R25_DEG,LOGMASS,DIST_MPC,GALTYPE_COURSE,IDE,Com,Tmag,q,PosAng,n,Re,ratio_Salo,INCL_DEG,MORPH,T,Re_mine,mse,saloratio,mm15ratio,Re_mine2,mse2,saloratio2,mm15ratio2,n_mine2,nsratio,mse_fuv,n_mine_fuv,Re_mine_fuv,bandratio,Re_mine_w2,mse_w2,n_mine_w2,Re_mine_w3,mse_w3,n_mine_w3,Re_mine_w4,mse_w4,n_mine_w4
NGC3898,22.3,36921,NGC3898,0.0288947355002164,10.671625,22.1,LT,NGC3898,,9.96,0.597,107.5,6.871,44.28,1.335702086647207,56.31999969482422,b'Sab ',1.7000000476837158,4789.6272,0.9875357629144068,0.009244978398318768,0.004655894721827202,223.411,1.6266787291885634,0.19819973054146842,0.09981603412544593,1.041,0.6332116788321168,7.948112347712308e-05,0.235,53.753,3.9506808134394342,40.676,1.2044923717943508,1.899,44.496,0.35417606715170347,1.5,56.55,0.1383566498475949,1.644
NGC3900,23.8,36914,NGC3900,0.0212235860526561,10.3118105,22.5,,NGC3900,,10.86,0.624,0.55,4.132,41.7,0.4497209480323946,70.55000305175781,b'S0-a',-0.20000000298023224,32.706,0.7039100575295011,1.2749954136855624,0.7276952241178988,32.706,0.7039100575295009,1.2749954136855624,0.7276952241178988,0.774,3.108433734939759,0.00010866809815645796,0.425,53.736,0.8250548674352313,32.6,0.5757958267200763,1.029,44.025,0.24087497122708876,0.385,39.641,0.1950963711044997,0.249
NGC3901,23.8,36386,NGC3901,0.0113977408036589,9.39542,31.77,LT,NGC3901,,13.46,0.539,168.69,1.539,31.02,0.8632816731415339,62.52000045776367,b'Sc  ',6.0,27.532799999999998,0.023817542284984075,1.1266562064156207,0.8644235239423524,27.533,0.02381754228498406,1.126648022373152,0.8644172447608325,4.056,5.180076628352491,0.0004991074574230078,0.404,30.19,1.1647770538962687,26.795,0.012256373882938683,0.745,26.173,0.029791845143694658,0.784,23.638,0.05636106491871954,0.783
NGC3904,23.4,36918,NGC3904,0.0288947355002164,10.911843,28.3,ET,NGC3904,,9.87,0.72,16.15,5.724,44.54,2.147539860599672,68.0999984741211,b'E   ',-4.800000190734863,118.8738,1.4460856784846925,0.3746830672528345,0.1968474129707303,118.874,1.446085678484693,0.3746824368659253,0.1968470817840739,,,0.000776472906624935,1.501,25.317,4.373905364633159,117.613,5.758212740647935,4.015,32.4,0.38586711701153475,1.606,27.178,0.09868615117839113,1.513
NGC3906,23.6,36953,NGC3906,0.0115032019093632,9.142951,17.226612,LT,NGC3906,,12.91,0.72,77.37,1.259,27.73,,52.31999969482422,b'SBcd',6.800000190734863,,,,,,,,,0.671,,,,,,,,,,,,,,
NGC3912,13.7,36979,NGC3912,0.0125550581142306,9.648337,22.5,LT,NGC3912,,12.33,0.343,7.35,1.802,16.32,0.3252783293920032,68.11000061035156,b'Sb  ',3.0,20.511,0.4265535937630479,0.7956706157671494,0.6679342791672761,20.511,0.42655359376304824,0.7956706157671494,0.6679342791672761,2.583,5.084645669291339,0.008386489818319857,0.214,12.374,1.4066936424113572,16.594,0.4769870238315075,0.53,13.785,8.277223805788816,0.368,14.581,28.242586814872585,0.508
NGC3913,25.9,37024,NGC3913,0.0137030966579914,9.195943,17.1,LT,NGC3913,,12.68,0.971,176.45,2.834,32.86,1.3887889922273853,32.41999816894531,b'Scd ',6.599999904632568,56.9259,0.03410993063651045,0.577241642205042,0.45497743557853276,56.926,0.03410993063651045,0.577240628183958,0.4549766363348909,0.646,0.24865280985373367,,,,0.8689135146686205,31.58,0.02121379549566584,1.738,47.621,0.1360507270951821,2.348,65.514,0.146654068582799,2.598
NGC3917,56.3,37036,NGC3917,0.038620576262474,9.982934,17.1,LT,NGC3917,,11.41,0.232,77.02,0.719,63.61,1.5383313148391746,82.12999725341797,b'Sc  ',5.800000190734863,66.8871,0.4172170722122935,0.9510055003132143,0.841716863191856,66.887,0.4172170722122936,0.9510069221223855,0.8417181216080852,,,0.00010509794747420302,0.359,88.989,0.9069546705718045,67.019,0.16872126272002488,0.63,71.745,0.48270230380359597,0.363,73.749,0.23991572976613648,0.412
NGC3922,15.9,37072,NGC3922,0.0158788375556468,9.541502,17.226612,,NGC3922,,12.36,0.405,39.99,3.688,23.67,,90.0,b'S0-a',-0.20000000298023224,,,,,,,,,,,,,,,,,,,,,,,
NGC3928,7.5,37136,NGC3928,0.0113977408036589,9.465393,16.9,,NGC3928,,11.88,0.936,11.77,4.496,11.25,,27.969999313354492,b'E   ',-3.9000000953674316,,,,,,,,,1.359,,,,,,,,,,,,,,
NGC3930,52.8,37132,NGC3930,0.0221727080643177,9.229538,12.6,LT,NGC3930,,12.04,0.618,39.21,1.863,75.05,1.304944436713123,43.0099983215332,b'Sc  ',5.199999809265137,52.5267,0.0437186574967274,1.4287971641089199,1.0052030681539104,52.527,0.043718657496727424,1.428789003750452,1.0051973270889256,1.523,4.351428571428571,0.0002924295393122296,0.454,51.265,1.2408343569876217,46.456,0.023579741005727482,1.354,42.485,0.02223303154865588,1.014,42.332,0.03354404683494409,0.35
NGC3931,10.5,37073,NGC3931,0.0094366697594523,9.251268,16.649464000000002,,NGC3931,,12.43,0.837,155.42,8.699,48.74,1.2196506614091236,47.459999084472656,b'E-S0',-3.0999999046325684,21.310200000000002,0.07557237680233256,2.2871676474176685,0.49272179519666637,21.31,0.0755723768023325,2.287189113092445,0.4927264195213515,,,3.732018481220826e-05,0.602,10.249,0.6414617260166763,22.676,0.07426344380917914,1.627,9.806,0.021873757073938162,0.543,33.221,0.026791207476079507,1.733
NGC3936,36.4,37178,NGC3936,0.0379156693816185,10.105039,20.2,LT,NGC3936,,11.46,0.184,64.02,0.827,42.13,,90.0,b'SBbc',4.400000095367432,,,,,,,,,1.526,,,,,,,,,,,,,,
NGC3938,50.8,37229,NGC3938,0.044959221035242,10.292047,17.1,LT,NGC3938,,10.0,0.954,24.59,1.803,59.28,2.901228763170422,14.0,b'Sc  ',5.099999904632568,24776.1702,3.8844772351626577,0.00239262160057328,0.002050357242056724,49.823,3.8844772351626697,1.1898119342472353,1.0196094173373742,3.549,6.182926829268293,0.002119731311232562,0.507,62.398,1.0673764942799606,440.785,4.865919893688482,4.913,49.876,2.478222885371915,0.638,46.678,1.4040931438839224,0.574
NGC3941,17.4,37235,NGC3941,0.0292293187230825,10.277894,12.2,ET,NGC3941,,9.78,0.639,3.31,4.137,25.09,3.274857067077201,57.91999816894531,b'S0  ',-2.0,26.430300000000003,59.27462214474645,0.9492892627022772,0.6583353196899012,92.042,78.18621064585615,0.27259294669824646,0.18904413202668346,0.847,0.8191489361702127,0.0006295000830155004,1.003,18.147,5.198057265488225,59.461,48.28143785569045,2.844,31.539,1.2914054019143661,1.882,17.707,0.1909632066706677,1.034
NGC3949,22.7,37290,NGC3949,0.0188286304473876,9.91275,17.1,LT,NGC3949,,10.87,0.576,121.92,1.162,27.57,0.7449607346674527,56.029998779296875,b'Sbc ',4.0,28.0359,1.3615673881816792,0.983382020908906,0.8096761652024724,28.036,1.3615673881816783,0.9833785133399914,0.8096732772150093,,,0.024655520102551797,0.227,31.078,1.042114262349924,27.92,1.2947375832061803,0.774,26.95,6.496068032668436,0.421,26.903,21.631912005761244,0.284
NGC3952,19.7,37285,NGC3952,0.0135462386533617,9.104412,23.0,LT,NGC3952,,13.29,0.332,86.87,1.433,23.28,,90.0,b'SBm ',9.300000190734863,,,,,,,,,2.576,,,,,,,,,,,,,,
NGC3953,64.8,37306,NGC3953,0.0510291941463947,10.56893,17.1,LT,NGC3953,,9.27,0.563,18.58,2.548,86.1,4.103405022851409,62.279998779296875,b'Sbc ',4.0,56.010600000000004,22.912711406938424,1.5372090282910733,1.1569238679821319,106.228,22.91271140693849,0.8105207666528599,0.6100086606167865,,,,,,1.2889088416224808,340.371,13.63648985025986,4.473,94.136,0.8137620624351402,0.406,82.417,1.0352723673496846,0.308
NGC3955,19.6,37320,NGC3955,0.0345795080065727,10.134304,21.0,LT,NGC3955,,11.07,0.367,172.3,1.461,22.61,,90.0,b'S0-a',0.30000001192092896,,,,,,,,,1.087,,,,,,,,,,,,,,
NGC3956,34.8,37325,NGC3956,0.0288282837718725,9.777673,21.6,LT,NGC3956,,11.98,0.35,59.88,2.165,44.18,2.651295171418682,77.55000305175781,b'SBc ',5.199999809265137,49.0446,0.24262445696882604,0.9008127296379214,0.7095582388275161,49.045,0.24262445696882584,0.9008053828117035,0.709552451829952,1.166,1.3027932960893853,0.005542306831295617,0.659,52.331,1.2607969151670952,45.4,0.147439339904478,1.016,37.893,1.1215256329551242,0.892,38.9,0.8693419230767279,0.895
NGC3962,33.1,37366,NGC3962,0.0347391180694103,11.177662,35.3,ET,NGC3962,,9.64,0.798,13.42,6.057,60.24,2.466766868461677,69.02999877929688,b'E   ',-4.800000190734863,28.0377,1.260231084056921,2.1485357215463465,1.1805533264140782,28.038,1.2602310840569226,2.14851273271988,1.1805406947713817,0.718,0.684461391801716,0.0037950933253131734,3.682,123.813,1.4718882880991129,28.079,2.608391925690431,1.157,52.776,0.42925935640953633,2.401,19.049,0.11087250057563156,1.049
NGC3972,40.7,37466,NGC3972,0.0299101565033197,9.711766,17.1,LT,NGC3972,,11.83,0.278,117.56,1.055,46.49,1.5592235240769612,81.12000274658203,b'SABb',4.0,48.697199999999995,0.4201755137934639,0.9546750121156865,0.8357770056594631,48.697,0.42017551379346413,0.9546789329938189,0.8357804382200136,3.438,5.305555555555555,,,,0.9863282832374626,50.206,0.19569102408047037,0.736,51.359,1.0945747312640628,0.678,49.372,0.7622551577424144,0.648
NGC3976,16.3,37483,NGC3976,0.026110716164112,10.534117,31.3,LT,NGC3976,,10.98,0.386,55.21,4.811,23.77,0.9659465622912018,81.73999786376953,b'Sb  ',3.200000047683716,41.9418,13.23873052126691,0.566737717503779,0.3886337734670424,97.944,30.96309757033252,0.24268970023687003,0.16642162868577964,0.821,1.0859788359788358,0.0001702416997452183,0.375,79.768,1.872161480235492,409.01,186.94330914073612,6.439,47.281,3.165472588028506,0.724,52.316,2.709875417161089,0.756
NGC3981,26.3,37496,NGC3981,0.0276578739285469,10.236868,21.6,LT,NGC3981,,10.79,0.351,18.56,2.301,33.1,0.7128334369993269,52.349998474121094,b'Sbc ',4.099999904632568,30.2031,6.793525277031832,1.0959139955832349,0.8707715433184011,20.084,6.793525277031826,1.648078072097192,1.3095000995817567,1.589,0.5154070710347064,,,,0.3013624632375007,19.725,3.879702648633065,0.809,19.517,14.751620327192283,0.727,66.644,39.64411978108268,3.083
NGC3982,16.0,37520,NGC3982,0.0156970750540494,9.8996725,20.5,LT,NGC3982,,11.27,0.84,18.24,0.856,17.17,0.1918101517714645,29.270000457763672,b'SABb',3.200000047683716,27.4104,6.877424024109357,0.6264045763651753,0.583720047865044,30.038,6.877424024109365,0.5716092948931354,0.5326586323989613,0.645,0.8420365535248042,,,,1.819602616913012,15.234,2.185028341529677,0.626,15.343,12.386448715517913,0.432,16.508,36.83927962835088,0.766
NGC3985,15.7,37542,NGC3985,0.0093717081472277,9.286458,17.1,,NGC3985,,12.44,0.675,86.91,1.906,18.39,1.7646145322722842,56.209999084472656,b'Sm  ',8.699999809265137,16.7625,0.16723288338991976,1.0970917225950785,0.9366144668158091,16.762,0.16723288338991976,1.0971244481565445,0.9366424054408781,2.518,4.586520947176684,0.1464409438489044,2.878,46.045,1.148003561399904,20.414,0.27097458349649556,1.322,15.671,1.7578334602562657,0.524,14.601,2.8549685506989673,0.549
NGC3992,82.9,37617,NGC3992,0.0588597916066646,10.701856,17.1,LT,NGC3992,,8.76,0.581,56.22,5.573,297.51,16.250660501979933,47.36000061035156,b'Sbc ',4.0,47.5155,14.173033960647933,6.261325251759952,1.7446938367480085,89.161,20.20172073832793,3.3367728042529805,0.9297787149089849,2.464,15.49685534591195,,,,0.985563796743564,92.948,6.05427775022181,2.525,96.402,0.20221717894839922,0.164,90.467,0.13081205353421518,0.159
NGC3998,11.7,37642,NGC3998,0.0227939095348119,10.399672,14.1,ET,NGC3998,,9.68,0.807,136.45,7.05,22.11,2.8004678686488798,42.47999954223633,b'S0  ',-2.200000047683716,10160.7228,3.0470194425437227,0.002176026296082007,0.00115149288395113,39.195,4.963236057849677,0.5641025641025641,0.29850746268656714,0.826,1.4671403197158082,,,,4.917816813048933,12.261,18.01392921520733,0.775,9.844,6.806736272128166,0.629,7.97,7.0622773518660615,0.563
NGC4010,35.8,37697,NGC4010,0.0255751833319664,9.702435,17.1,LT,NGC4010,,11.81,0.117,65.12,0.978,52.86,2.9296694693735548,82.16999816894531,b'SBcd',6.800000190734863,56.8683,0.6033810898465456,0.929516092445176,0.6295247088448221,56.868,0.6033810898465457,0.9295209959907152,0.6295280298234507,,,0.0009154606318452574,1.045,63.345,1.175055789734689,55.976,0.28972651654545395,0.809,47.884,2.576685277080199,0.695,48.396,2.673657904172323,0.78
NGC4013,31.0,37691,NGC4013,0.040627371519804,10.534286,17.1,LT,NGC4013,,10.08,0.135,65.14,1.206,47.48,,90.0,b'SABb',3.0999999046325684,,,,,,,,,0.564,,,,,,,,,,,,,,
NGC4020,24.7,37723,NGC4020,0.0155890164896845,9.161641,14.3,LT,NGC4020,,12.69,0.372,17.23,0.725,29.5,1.357926493717626,65.61000061035156,b'Scd ',6.900000095367432,29.593799999999998,0.16059537122815937,0.9968304171819774,0.8346342815049098,29.594,0.16059537122815942,0.9968236804757721,0.8346286409407312,1.053,4.212,0.0020331069542436618,0.214,29.558,1.1532676045360664,28.19,0.06364454147205542,0.504,28.322,0.31757303623691824,0.334,25.661,0.5021736263917697,0.25
NGC4027,33.5,37773,NGC4027,0.0294997785240411,10.155841,21.6,LT,NGC4027,,10.65,0.714,117.0,1.57,40.96,0.427051545113586,42.34000015258789,b'SBd ',7.800000190734863,3608.6211000000003,2.976094347728967,0.01135059593815488,0.009283324314653039,34.56,2.9760943477289676,1.1851851851851851,0.9693287037037036,0.946,1.692307692307692,,,,1.190328580285183,34.317,1.2648771935121461,0.995,31.673,7.184244451263386,0.676,29.034,13.746178367261413,0.559
NGC4030,25.6,37845,NGC4030,0.0315368771553039,10.56301,19.0,LT,NGC4030,,9.67,0.805,38.05,1.942,30.61,0.5752214440653527,47.06999969482422,b'Sbc ',4.0,12974.4243,24.73141998880865,0.002359256895891712,0.001973112595061347,24.154,24.731419988808643,1.2672849217520907,1.0598658607270017,0.904,1.5016611295681064,0.003756283734054308,0.693,52.466,0.9013695562936149,37.31,2.7985130830233502,1.492,28.008,17.6353078034633,0.6,26.797,26.682102385001997,0.602
NGC4032,15.7,37860,NGC4032,0.0112155023962259,8.648132,8.47,LT,NGC4032,,12.66,0.817,164.82,1.382,19.2,1.2192155218224168,42.83000183105469,b'Sm  ',9.399999618530273,19.8063,0.10757767447701373,0.9693885278926402,0.7926770774955443,19.806,0.10757767447701376,0.9694032111481369,0.7926890841159244,0.819,1.030188679245283,0.018182397498000283,0.682,18.798,1.3964605513643096,23.033,0.0652867436989056,1.304,38.591,0.40336950321507664,2.244,14.183,0.4885196499724125,0.795
NGC4034,22.8,37935,NGC4034,0.0120453294366598,9.811515,44.26,LT,NGC4034,,13.55,0.626,15.28,1.496,27.16,0.3054707043317684,54.040000915527344,b'Sc  ',6.0,24.9264,0.030924222296764226,1.089607805379036,0.9146928557673791,24.926,0.03092422229676422,1.0896252908609485,0.9147075343015326,2.359,4.04631217838765,7.934979914647438e-05,0.375,30.883,0.8256649773096161,24.172,0.012093784948808192,0.795,25.312,0.021784520268425537,0.435,30.189,0.026626006058282296,0.583
NGC4035,,37853,NGC4035,0.0102758724242448,9.012548,22.42849,LT,NGC4035,,13.45,0.78,29.15,1.046,18.97,2.028492748876547,26.729999542236328,b'SABb',4.099999904632568,40.3326,0.06078650014803819,0.47033913013294454,,40.333,0.06078650014803817,0.47033446557409564,,,,0.0057673073508629465,0.18,17.867,2.2452126475172567,31.912,0.03344498793077145,1.842,17.387,0.036743278774562266,0.441,17.964,0.18056493733963327,0.378
NGC4037,42.7,37928,NGC4037,0.0198070053011178,9.568463,16.0,LT,NGC4037,,11.59,0.664,7.95,3.317,109.02,,21.899999618530273,b'Sb  ',3.299999952316284,,,,,,,,,,,,,,,,,,,,,,,
NGC4038,57.6,37967,NGC4038,0.0451667383313179,10.5356655,22.0,,NGC4038,Fit uncertain,9.49,0.51,150.79,0.762,71.43,,51.939998626708984,b'SBm ',8.899999618530273,,,,,,,,,,,,,,,,,,,,,,,
NGC4039,43.8,37969,NGC4039,0.0446497201919555,10.509873,21.6,,NGC4039,Fit uncertain,10.06,0.523,48.41,2.499,81.43,,71.22000122070312,b'SBm ',8.899999618530273,,,,,,,,,,,,,,,,,,,,,,,
NGC4041,13.6,37999,NGC4041,0.0214199647307395,10.239595,23.2,LT,NGC4041,,10.74,0.868,89.08,1.962,14.48,,22.020000457763672,b'Sbc ',4.0,,,,,,,,,3.639,,,,,,,,,,,,,,
NGC4045,18.3,38031,NGC4045,0.0212725084275007,10.155636,22.8,LT,NGC4045,,10.5,0.874,41.47,9.54,61.22,0.9803165423557784,55.880001068115234,b'Sa  ',1.2999999523162842,24.140700000000002,4.19096903535259,2.5359662313023232,0.7580558973020666,73.656,7.6501602222351535,0.8311610730965568,0.24845226458129682,0.535,0.7653791130185981,0.0001640430123007327,0.418,34.752,6.957211674695382,91.462,7.585484165677641,4.179,15.486,14.647338758521867,0.948,10.587,69.14505837909522,0.699
NGC4049,15.5,38050,NGC4049,0.0096787391230463,8.700421,14.341679,LT,NGC4049,,13.77,0.537,50.94,0.605,17.61,0.7645213231186224,59.38999938964844,b'Sm  ',9.100000381469727,19.6443,0.041320348064321534,0.8964432430781447,0.7890329510341422,19.644,0.04132034806432151,0.8964569334147832,0.7890450010181227,1.283,3.911585365853658,0.006281157835847416,0.084,20.128,1.1625732378528733,18.04,0.022884107229185394,0.474,17.263,0.0795987372670073,0.349,16.897,0.16423581230513493,0.328
NGC4050,46.7,38049,NGC4050,0.028563980013132,10.313614,21.6,LT,NGC4050,,10.9,0.48,81.91,1.804,68.66,3.087067866959249,54.540000915527344,b'Sab ',2.200000047683716,46.8531,0.9131411968744438,1.465431316177585,0.9967323400159223,46.853,0.9131411968744453,1.4654344438990032,0.9967344673766888,1.833,0.7001527883880825,4.6858463286695605e-05,0.126,54.336,0.58060398775667,46.8,0.3754181158239572,1.28,58.511,0.26380572194679686,1.572,80.697,0.3268110870323488,2.618
NGC4051,55.8,38068,NGC4051,0.0491834245622158,10.344553,17.1,LT,NGC4051,Fit fails,,,,,,,48.689998626708984,b'SABb',4.0,22.0527,3.413148894872734,,2.530302411949557,27.604,46.9875903127535,,2.0214461672221415,0.796,0.6424535916061339,0.20378139457358688,3.316,146.124,2.1015607156452227,10.437,62.18624517741769,0.719,14.584,157.6053479054853,1.274,13.135,468.97297318867373,1.239
NGC4062,49.9,38150,NGC4062,0.0344999693334102,10.19577,16.3,LT,NGC4062,,10.6,0.382,99.0,0.718,53.24,2.7667597311514704,70.0199966430664,b'SABc',5.199999809265137,79.6734,2.3981584881891935,0.6682280409772898,0.6263068979107205,54.908,2.3981584881891926,0.9696219130181395,0.9087928899249653,1.053,2.6259351620947626,0.00027517875777558095,0.272,69.01,0.9906363324733434,54.436,0.8544793853476104,0.755,55.215,2.0831563445471346,0.377,55.427,1.1973580034797873,0.401
NGC4064,26.8,38167,NGC4064,0.0268422402441501,9.468232,8.47,LT,NGC4064,,10.98,0.35,159.79,2.925,37.34,0.9190413013525778,74.69000244140625,b'SBa ',1.2000000476837158,38.3085,0.7158408141362649,0.9747184045316314,0.6995836433167574,38.308,0.7158408141362653,0.9747311266576173,0.699592774355226,2.611,0.5601802188371595,0.03736883901566272,5.001,380.559,0.13443950783657252,35.445,0.5680636758490435,1.036,19.247,19.95487811918765,0.702,284.946,20.550431469724472,4.661
NGC4067,11.4,38168,NGC4067,0.0094149652868509,10.370615,44.67,LT,NGC4067,,12.19,0.613,54.18,3.304,17.85,0.4053886778114247,45.4900016784668,b'SBb ',3.0999999046325684,35.7471,0.8208506624012173,0.49934120530056986,0.31890698825918745,35.747,0.8208506624012174,0.49934260217640647,0.3189078803815705,0.74,2.5694444444444446,0.0011411590052780257,0.18,19.675,2.118968583283936,33.466,0.4359977723014824,2.418,18.068,0.515031519788124,0.376,16.87,0.5125098048680374,0.288
NGC4068,47.2,38148,NGC4068,0.0160257648676633,7.9447303,4.37,LT,NGC4068,,13.24,0.568,36.96,0.747,49.53,2.446618841698972,61.279998779296875,b'I   ',9.899999618530273,30.6324,0.07418871697345432,1.6169154228855722,1.5408521695982034,30.632,0.07418871697345433,1.6169365369548185,1.540872290415252,0.669,0.42155009451795844,0.002862976944964108,0.611,35.748,1.0282645182947299,27.833,0.03579074003120166,0.68,35.396,0.0021162266683580084,0.672,29.79,0.02501752791366817,1.587
NGC4080,17.7,38244,NGC4080,0.0102286599576473,9.038055,15.21,LT,NGC4080,,13.21,0.475,119.88,0.793,19.95,1.5401449906343283,75.63999938964844,b'SBm ',9.199999809265137,23.3136,0.09167860608807935,0.8557236977558162,0.7592135062795964,23.314,0.09167860608807935,0.8557090160418632,0.7592004803980441,0.599,1.0239316239316238,0.001282891848674185,0.487,25.584,0.8794085473954208,23.987,0.0337454826783913,0.693,24.939,0.2198088715274213,0.596,26.511,0.32493531357340694,0.585
NGC4081,11.4,38212,NGC4081,0.0118800653144717,9.748923,23.2,LT,NGC4081,,12.44,0.233,132.1,1.485,15.11,1.7496848034921906,71.94000244140625,b'Sa  ',1.100000023841858,20.567700000000002,0.7612092125295044,0.7346470436655532,0.5542671275835411,20.568,0.7612092125295047,0.7346363282769349,0.5542590431738623,0.672,1.643031784841076,0.0007188562340468215,0.554,20.643,1.6507223113964686,20.206,0.3974899305592248,0.607,15.391,5.710520616581322,0.494,12.46,16.80891360537254,0.409
NGC4085,20.4,38283,NGC4085,0.0185275841504335,9.729367,17.1,LT,NGC4085,,11.44,0.269,76.88,1.162,25.66,2.341547930916387,81.18000030517578,b'SABc',5.199999809265137,30.5766,1.3794338120483782,0.8392038356128543,0.6671768607366417,30.577,1.3794338120483773,0.8391928573764594,0.6671681329103574,1.151,1.54496644295302,0.0007325489919587008,0.561,47.448,1.0846754168144732,29.859,1.241107621175798,0.659,29.744,16.01889993947985,0.625,28.19,58.744654248344716,0.745
NGC4088,55.0,38302,NGC4088,0.0456897430121898,10.35944,17.1,LT,NGC4088,,9.81,0.379,55.34,1.143,60.76,2.928091567165736,71.33999633789062,b'SABc',4.699999809265137,85.9284,14.019540182534277,0.7071003300422212,0.6400677773588244,69.786,14.019540182534282,0.8706617373112086,0.7881236924311467,0.957,0.6234527687296417,0.0004141470507039437,0.123,91.324,0.8984704912967351,69.682,6.383622020522634,1.156,71.184,27.09758935264009,0.94,77.672,75.4979335573233,1.535
NGC4094,50.5,38346,NGC4094,0.0366284698247909,9.765537,17.0,LT,NGC4094,,11.37,0.378,63.3,1.82,64.27,1.7035205402264777,73.05999755859375,b'Sc  ',5.5,51.2703,0.5587113485978921,1.2535522514984307,0.9849757071833011,51.27,0.5587113485978924,1.253559586502828,0.9849814706456017,1.118,0.7058080808080809,0.0019136290996590887,0.731,66.85,1.0990118111080147,52.269,0.24262061408008115,1.001,47.018,1.2995358253297697,1.137,46.651,1.4909973222088146,1.584
NGC4096,65.8,38361,NGC4096,0.04707807675004,9.793584,9.2,LT,NGC4096,,10.17,0.274,18.37,1.572,73.9,2.475906591928046,80.55000305175781,b'SABc',5.300000190734863,101.8431,3.3810282873855946,0.7256259874257559,0.6460918805495904,81.613,3.38102828738559,0.9054929974391336,0.8062441032678617,1.002,1.0728051391862954,0.00040850758068089953,0.278,109.365,1.2277801179443977,78.952,1.5877837449157657,1.083,73.139,14.10986396156561,0.969,66.472,10.445923823243861,0.934
NGC4100,45.6,38370,NGC4100,0.0380030795931816,10.247918,17.1,LT,NGC4100,,10.41,0.282,162.8,0.992,56.02,3.1196240758941505,79.51000213623047,b'Sbc ',4.099999904632568,81.9144,5.3626480988772585,0.6838846405516003,0.5566786792065864,63.063,5.3626480988772585,0.888318031175174,0.7230864373721516,1.626,0.8464341488807912,0.00033990098366872267,0.272,85.125,1.250381679389313,62.609,3.245883756209178,1.12,87.192,63.91155606086917,2.216,50.435,88.9724894692226,1.921
NGC4102,10.8,38392,NGC4102,0.024763885885477,10.084441,17.1,LT,NGC4102,,9.98,0.614,50.58,7.906,19.42,1.6582696882290415,58.65999984741211,b'SABb',3.0,21.912300000000002,86.21148720924099,0.8862602282736181,0.4928738653632891,23.98,86.21148720924097,0.8098415346121769,0.45037531276063386,2.798,0.6851126346718904,0.00037434397055785193,0.082,32.196,0.5177141129989853,17.472,61.63909989651796,1.16,29.322,126.53071784316842,2.311,46.319,2823.570277111215,4.084
NGC4105,,38411,NGC4105,0.0360428243875503,11.095762,26.5,ET,NGC4105,Fit uncertain,9.58,0.763,148.71,6.649,67.94,2.625535303958272,54.709999084472656,b'E   ',-4.699999809265137,73.4715,0.6394468085491677,0.9247123034101657,,73.472,0.6394468085491645,0.9247060104529617,,1.764,0.4512663085188028,0.002414736597495347,4.091,193.303,0.36893164882399015,25.204,0.41653809091113175,1.256,64.15,0.5087151032208037,2.709,199.148,0.14224649223686775,3.909
NGC4106,64.0,38417,NGC4106,0.0344999693334102,11.066123,26.1,ET,NGC4106,Fit uncertain,10.61,0.772,92.93,4.561,21.01,0.8183539455854506,41.189998626708984,b'S0-a',-1.2000000476837158,45.2349,0.9862868030944201,0.46446438480023167,1.4148367742605819,45.235,0.9862868030944234,0.46446335801923294,1.414833646512656,6.265,1.59903011740684,0.00020078252864529913,3.363,201.168,0.15239773332165404,48.961,0.6749487248878033,1.851,51.224,0.16724280160554153,1.945,296.822,0.06424982411077668,3.918
NGC4108,11.1,38423,NGC4108,0.0135462386533617,10.14339,40.2,LT,NGC4108,,12.23,0.793,95.8,1.432,11.91,1.303146224688294,36.130001068115234,b'Sc  ',5.199999809265137,21.106800000000003,1.8438508183576638,0.564273125248735,0.5258968673602818,2381.926,1.8438508183576627,0.005000155336479807,0.0046600943942003235,1.02,0.33203125,0.011186812881741094,0.567,18.561,44.8109491110902,2039.998,0.09629389595240867,3.889,17.182,4.2849413196763235,0.81,53.155,6.909635706004855,3.072
NGC4108B,23.2,38461,NGC4108B,0.0110871186479926,9.278399,42.83514,LT,NGC4108B,,14.2,0.829,131.38,1.211,20.49,0.4880299408112508,40.75,b'Scd ',6.900000095367432,20.3355,0.018168142574115937,1.0075975510806225,1.1408620392908952,20.336,0.01816814257411594,1.0075727773406766,1.1408339889850512,,,0.005443272386265953,0.635,18.729,1.273866198947632,56.886,0.009686036643004018,2.563,24.267,0.12616768908452436,1.628,15.964,0.17015837386946767,0.854
NGC4111,12.3,38440,NGC4111,0.0148189961910247,10.341865,15.0,ET,NGC4111,,10.11,0.303,149.32,4.259,15.54,,90.0,b'S0-a',-1.2999999523162842,,,,,,,,,1.077,,,,,,,,,,,,,,
NGC4116,42.8,38492,NGC4116,0.0214199647307395,9.385627,16.0,LT,NGC4116,,11.78,0.474,146.91,1.593,60.67,0.3502550668237265,63.72999954223633,b'SBcd',7.300000190734863,46.7181,0.06997656088037825,1.2986401416153484,0.9161331475381062,46.718,0.06997656088037843,1.2986429213579347,0.9161351085234812,,,0.002837585401865178,0.971,58.59,1.2171534272985436,45.668,0.03824124527909059,1.079,38.066,0.4761059351230882,0.946,38.383,0.8426665679939447,1.228
NGC4117,10.4,38503,NGC4117,0.0130863571539521,9.501665,17.226612,ET,NGC4117,,12.55,0.426,21.24,2.918,12.75,,90.0,b'S0  ',-2.0,,,,,,,,,0.828,,,,,,,,,,,,,,
