col1,col2,PGC,OBJNAME,R25_DEG,LOGMASS,DIST_MPC,GALTYPE_COURSE,re_des,re,ratio,ratio2,nummasked,R25_arcsec,IDE,Com,Tmag,q,PosAng,n,Re,ratio_Salo
PGC069691,22.5,69691,PGC069691,0.0150597831234335,9.253997,37.15,LT,Bad Decomp,,,,,54.2152192443606,PGC069691,,14.65,0.157,110.27,0.88,31.87,
PGC070657,26.7,70657,PGC070657,0.0119899874553084,8.713529,32.81,LT,fit fail,,,2.0584693423962617,38.0,43.16395483911024,PGC070657,,15.79,0.163,175.99,0.945,30.05,1.654815509336749
PGC071479,11.9,71479,PGC071479,0.0088474629446864,8.705701,24.165745,ET,Bad Decomp,,,,,31.850866600871043,PGC071479,,14.95,0.433,143.34,0.949,12.59,
PGC072006,23.3,72006,PGC072006,0.0091373175382614,8.598649,26.67,LT,All NaN,,,,,32.89434313774104,PGC072006,,14.99,0.324,53.32,0.821,26.09,
PGC072252,18.6,72252,PGC072252,0.014119479805231,8.850896,21.2,LT,All NaN,,,,,50.830127298831606,PGC072252,,13.55,0.477,42.46,1.61,24.98,
PGC090540,17.6,90540,PGC090540,0.0089912228286266,8.617401,38.73,LT,Bad Decomp,,,,,32.36840218305576,PGC090540,,16.91,0.176,27.13,0.659,19.58,
PGC090553,22.0,90553,PGC090553,0.0084492620080709,8.740616000000001,50.82,LT,Bad Decomp,,,,,30.41734322905524,PGC090553,,16.07,0.145,79.87,0.699,23.36,
PGC090694,14.7,90694,PGC090694,0.010686089284718,8.627981,23.23,LT,Bad Decomp,,,,,38.469921424984804,PGC090694,,15.24,0.166,136.69,1.141,18.64,
PGC091215,13.2,91215,PGC091215,0.0087865572422742,7.3705935,9.736435,LT,Bad Decomp,,,,,31.631606072187118,PGC091215,,16.29,0.207,2.29,1.081,17.74,
PGC091228,19.2,91228,PGC091228,0.0108098285272717,7.652561,10.889293,LT,Bad Decomp,,,,,38.91538269817812,PGC091228,,16.97,0.128,69.28,0.655,20.3,
PGC091408,17.0,91408,PGC091408,0.0115032019093632,8.690594,37.54916,LT,Bad Decomp,,,,,41.41152687370752,PGC091408,,16.13,0.123,152.6,1.139,19.19,
PGC091413,19.7,91413,PGC091413,0.0090535469353199,8.958492,51.76,LT,Bad Decomp,,,,,32.59276896715164,PGC091413,,16.1,0.172,59.81,1.348,19.44,
PGC1059326,12.8,1059326,PGC1059326,0.0087260706350207,9.201796,55.98,LT,17.17334398468128,17.17334398468128,0.745341152626866,0.8695226210090481,167.0,31.41385428607452,PGC1059326,,15.27,0.294,9.41,1.414,15.4,0.7472460024296508
PGC1063216,17.2,1063216,PGC1063216,0.0089293271303176,9.126491,41.077145,LT,23.61486389433428,23.61486389433428,0.7283548224949394,0.5748358871477383,313.0,32.14557766914336,PGC1063216,,14.93,0.792,41.63,1.532,21.16,0.5051298742544079
UGC00017,33.9,255,UGC00017,0.0203619226813316,8.5922165,13.7,LT,All NaN,,,,,73.30292165279376,UGC00017,,13.25,0.677,178.34,3.243,164.0,
UGC00099,32.9,757,UGC00099,0.0209806431084871,8.791431,23.0,,All NaN,,,,,75.53031519055357,UGC00099,,14.19,0.832,166.13,1.685,40.19,
UGC00122,36.0,889,UGC00122,0.0164747480303049,7.9794884,13.7,LT,Bad Decomp,,,,,59.309092909097636,UGC00122,,15.53,0.157,107.64,0.807,37.81,
UGC00132,23.8,924,UGC00132,0.011010798625648,8.78018,20.32,LT,Bad Decomp,,,,,39.6388750523328,UGC00132,,14.32,0.343,13.84,1.009,27.88,
UGC00156,31.5,1107,UGC00156,0.0085274409502744,8.51789,14.0,LT,23.209101097448222,23.209101097448222,1.3572261962124565,1.838733169390013,167.0,30.698787420987838,UGC00156,,13.95,0.509,0.71,1.029,35.49,1.479742407747201
UGC00191,27.8,1292,UGC00191,0.0163613352924585,9.189067,18.7,,24.147858741176766,24.147858741176766,1.151240791076669,3.1704187785693687,1167.0,58.900807052850595,UGC00191,,13.8,0.726,155.34,1.165,30.82,2.5105936987540582
UGC00260,20.5,1665,UGC00260,0.0177753735333681,9.629327,25.8,LT,23.377656066236202,23.377656066236202,0.8769057061117289,0.7238391184566209,411.0,63.99134472012516,UGC00260,,12.68,0.162,21.38,1.291,23.4,0.5901684798566178
UGC00290,29.3,1781,UGC00290,0.0152341667562723,7.6472836,12.76,LT,Bad Decomp,,,,,54.84300032258028,UGC00290,,15.65,0.232,134.85,2.006,54.6,
UGC00313,11.0,1924,UGC00313,0.010018871165812,9.23015,27.0,LT,9.984965393566892,9.984965393566892,1.1016562968848218,0.388113516990235,303.0,36.0679361969232,UGC00313,,13.95,0.572,13.32,0.695,11.66,0.29385737714974935
UGC00320,16.8,1970,UGC00320,0.0105394702404737,8.66756,39.99,LT,Bad Decomp,,,,,37.94209286570532,UGC00320,,15.57,0.189,172.27,1.637,23.26,
UGC00477,35.0,2699,UGC00477,0.0249355360865592,9.497781,31.6,LT,Bad Decomp,,,,,89.76792991161311,UGC00477,,13.91,0.217,166.35,1.904,44.69,
UGC00634,25.1,3667,UGC00634,0.0139900334179401,8.83597,30.0,,20.347069055528785,20.347069055528785,1.2335929037985809,1.4158011610269225,553.0,50.36412030458436,UGC00634,,14.68,0.532,35.07,1.134,30.68,1.2361064206120087
UGC00711,28.3,4063,UGC00711,0.0085274409502744,9.1020155,26.7,LT,fit fail,,,1.2256718117990375,105.0,30.698787420987838,UGC00711,,13.91,0.127,117.55,1.416,49.32,1.5257479494681607
UGC00866,19.7,4805,UGC00866,0.0118254777044057,8.462731,23.77,LT,Bad Decomp,,,,,42.57171973586052,UGC00866,,15.25,0.355,55.56,0.874,20.3,
UGC00882,27.0,4862,UGC00882,0.0127004384994506,9.0020485,26.9,LT,31.707646663133193,31.707646663133193,0.8515296100922298,3.377794052033437,626.0,45.72157859802216,UGC00882,,14.88,0.581,103.5,1.211,28.57,2.5530046578464365
UGC00891,36.3,4913,UGC00891,0.0226891729980707,8.111336999999999,9.0,LT,21.19620398335718,21.19620398335718,1.7125707993988926,2.59777807685998,722.0,81.68102279305452,UGC00891,,14.6,0.336,50.93,0.71,36.4,1.8606674930677545
UGC00903,9.3,4948,UGC00903,0.013798083178699,10.26569,33.3,LT,Bad Decomp,,,,,49.673099443316396,UGC00903,,11.75,0.136,52.66,0.976,12.81,
UGC00941,18.2,5094,UGC00941,0.008626184426248,8.546551,30.0,LT,All NaN,,,,,31.054263934492802,UGC00941,,15.43,0.561,76.15,0.632,19.72,
UGC00958,16.4,5194,UGC00958,0.0121009293943643,8.792529,32.96,LT,Bad Decomp,,,,,43.56334581971148,UGC00958,,15.44,0.213,26.03,1.214,17.05,
UGC00964,10.0,5198,UGC00964,0.0104428436607122,9.242665,36.8,LT,0.6156227580250562,0.6156227580250562,16.243713978476727,0.6775197202410488,128.0,37.59423717856392,UGC00964,,14.46,0.183,88.82,1.191,12.64,0.6117035188462041
UGC01014,17.8,5345,UGC01014,0.0097234137356281,8.924331,26.9,LT,24.705263903490216,24.705263903490216,0.7204942262318971,0.3434255126792525,328.0,35.00428944826116,UGC01014,,14.78,0.838,37.73,0.689,17.98,0.24778453924450083
UGC01020,11.3,5382,UGC01020,0.0090119503438472,9.892084,48.53,LT,7.406599766461756,7.406599766461756,1.5256663457323791,0.6133921268245921,101.0,32.44302123784992,UGC01020,,13.66,0.385,50.71,2.598,15.96,0.6188203757345443
UGC01104,16.3,5761,UGC01104,0.0098586790263652,8.065595,9.0,LT,16.522828781012127,16.522828781012127,0.986513884276995,0.4041835925915238,268.0,35.491244494914724,UGC01104,,14.2,0.652,3.94,1.076,15.68,0.27772124153528016
UGC01110,23.5,5792,UGC01110,0.0140222813934087,9.164292,28.4,LT,16.46227185910483,16.46227185910483,1.4275064949193386,0.8138407030013532,137.0,50.48021301627132,UGC01110,,14.21,0.209,176.07,1.256,30.64,0.7579355361690413
UGC01112,15.6,5794,UGC01112,0.0092644309625029,8.94962,24.1,LT,22.150720479765084,22.150720479765084,0.7042660311772144,0.3273681023785137,193.0,33.35195146501044,UGC01112,,14.48,0.358,110.68,0.843,19.14,0.28689677104051065
UGC01133,24.6,5892,UGC01133,0.0288282837718725,9.076887,25.0,LT,All NaN,,,,,103.781821578741,UGC01133,,15.59,0.836,148.91,1.503,29.24,
UGC01176,47.8,6174,UGC01176,0.0362926609814167,8.7519045,9.0,LT,All NaN,,,,,130.65357953310013,UGC01176,,13.98,0.775,37.16,0.922,57.92,
UGC01195,45.0,6292,UGC01195,0.015164173208177,8.172676,9.0,LT,Bad Decomp,,,,,54.591023549437196,UGC01195,,13.43,0.401,42.42,1.47,39.48,
UGC01197,20.0,6294,UGC01197,0.0143489027395844,9.178391,36.3,LT,Bad Decomp,,,,,51.65604986250384,UGC01197,,14.74,0.239,56.17,1.337,25.96,
UGC01200,19.9,6309,UGC01200,0.0113192787393927,8.237604,9.0,LT,22.848951419419002,22.848951419419002,0.8709371224399939,0.40447301864293794,278.0,40.74940346181372,UGC01200,,13.68,0.581,168.99,0.874,22.61,0.3282532286976607
UGC01240,11.8,6500,UGC01240,0.0087663484737277,8.395805000000001,23.23,LT,Bad Decomp,,,,,31.558854505419717,UGC01240,,15.31,0.331,85.3,1.041,13.3,
UGC01500,11.2,7663,UGC01500,0.0084882620722055,9.064436,33.3,LT,9.944922310601406,9.944922310601406,1.1262028651607128,0.7099358693075876,49.0,30.5577434599398,UGC01500,,15.04,0.18,168.24,0.908,14.37,0.6506236251243644
UGC01547,26.7,7825,UGC01547,0.016819717362523,9.269444,36.0,LT,All NaN,,,,,60.5509825050828,UGC01547,,14.24,0.717,75.86,1.115,28.93,
UGC01551,34.5,7841,UGC01551,0.0219188965857028,9.692242,36.0,LT,37.82592874367263,37.82592874367263,0.9120727803880037,0.5623607007725216,1696.0,78.90802770853007,UGC01551,,12.93,0.841,112.28,0.897,34.83,0.4055284308055265
UGC01670,37.6,8332,UGC01670,0.0166655164211988,8.578619,14.8,,All NaN,,,,,59.99585911631568,UGC01670,,14.78,0.836,117.22,1.189,37.8,
UGC01753,15.0,8691,UGC01753,0.0088068135082721,8.588032,27.16,LT,Bad Decomp,,,,,31.70452862977956,UGC01753,,15.01,0.367,18.09,0.854,17.09,
UGC01803,31.5,8913,UGC01803,0.0196706540882587,9.117399,27.8,,Bad Decomp,,,,,70.81435471773132,UGC01803,,14.62,0.163,56.93,0.998,36.17,
UGC01839,,9028,UGC01839,0.0099958283826708,8.836841999999999,23.1,LT,Bad Decomp,,,,,35.98498217761488,UGC01839,,14.99,0.147,45.34,0.95,34.44,
UGC01862,24.1,9126,UGC01862,0.0121009293943643,9.522595,23.1,LT,26.543901216644908,26.543901216644908,0.9079298405800121,0.40154784293230444,512.0,43.56334581971148,UGC01862,,13.1,0.839,2.38,0.629,23.71,0.28217840414715295
UGC01945,26.8,9394,UGC01945,0.0150251500308513,9.422823,24.165745,,Bad Decomp,,,,,54.090540111064676,UGC01945,,13.37,0.37,8.54,0.825,31.7,
UGC01970,16.0,9510,UGC01970,0.0150597831234335,9.685065,31.5,LT,Bad Decomp,,,,,54.2152192443606,UGC01970,,13.53,0.155,22.95,1.612,22.7,
UGC01981,26.0,9530,UGC01981,0.0112413577735424,8.81115,20.691893,LT,All NaN,,,,,40.46888798475264,UGC01981,,14.52,0.764,171.92,1.126,38.1,
UGC01999,26.9,9638,UGC01999,0.0168973561376333,8.550792,20.7,LT,31.13329904549736,31.13329904549736,0.8640266475033394,1.7296974598301529,287.0,60.83048209547988,UGC01999,,14.53,0.259,94.76,1.239,27.04,1.2419282876741193
UGC02081,35.2,9869,UGC02081,0.0103948609903454,9.488684,38.55,LT,24.0262278566498,24.0262278566498,1.4650656028910343,0.9765632932508571,313.0,37.42149956524344,UGC02081,,13.89,0.583,74.43,1.537,35.89,0.7112186809004314
UGC02082,46.2,9888,UGC02082,0.0432333387434482,9.391386,14.7,LT,52.402986953454004,52.402986953454004,0.8816291338704855,2.0281772012187744,435.0,155.64001947641353,UGC02082,,12.43,0.199,131.49,1.403,57.23,1.7945668093035012
UGC02275,45.8,10588,UGC02275,0.0418618805706501,8.739212,12.3,,All NaN,,,,,150.70277005434036,UGC02275,,14.25,0.621,33.6,1.046,54.49,
UGC02302,41.8,10670,UGC02302,0.0395201630890369,8.964789999999999,12.3,,All NaN,,,,,142.27258712053285,UGC02302,,13.64,0.784,74.01,1.364,60.24,
UGC02345,39.0,10854,UGC02345,0.0235406663268804,8.368262,14.4,,All NaN,,,,,84.74639877676944,UGC02345,,14.26,0.6,55.71,1.02,48.09,
UGC02429,20.5,11153,UGC02429,0.0105394702404737,8.695732000000001,30.62,LT,Bad Decomp,,,,,37.94209286570532,UGC02429,,15.22,0.281,57.09,0.875,23.89,
UGC02443,18.3,11245,UGC02443,0.010884759016335,9.624569,33.73,LT,22.637576784590824,22.637576784590824,0.8083904109585012,1.0438985024498895,295.0,39.185132458806,UGC02443,,13.39,0.52,163.0,0.664,20.08,0.8181686935672826
UGC03070,12.1,15356,UGC03070,0.0113192787393927,9.2291975,27.93,LT,13.116360358676326,13.116360358676326,0.9225120131741413,1.277364205962169,304.0,40.74940346181372,UGC03070,,14.33,0.624,1.34,1.418,13.43,1.0126919295201848
UGC04024,18.6,21854,UGC04024,0.010111573152244,9.376369,32.7,LT,26.688187658761287,26.688187658761287,0.6969375454722544,0.46002954196135326,196.0,36.4016633480784,UGC04024,,13.88,0.225,112.88,1.158,23.36,0.41268395162124466
UGC04121,34.9,22369,UGC04121,0.0170144811272621,8.536359,18.0,,Bad Decomp,,,,,61.252132058143566,UGC04121,,14.41,0.239,169.0,2.584,75.33,
UGC04148,23.1,22446,UGC04148,0.0183154996484518,7.8243947,14.0,LT,Bad Decomp,,,,,65.93579873442648,UGC04148,,15.63,0.222,11.75,0.954,28.04,
UGC04151,15.5,22660,UGC04151,0.0083525441586971,9.796323,36.965797,LT,15.15521403494392,15.15521403494392,1.0227503197421755,1.0711307863872241,236.0,30.069158971309562,UGC04151,,12.82,0.889,137.43,1.253,17.47,0.8623343243403138
UGC04169,23.2,22561,UGC04169,0.0124686295166611,9.430071,32.7,LT,28.49466007614589,28.49466007614589,0.8141876385962478,0.39352886011733434,380.0,44.88706625997996,UGC04169,,13.29,0.556,137.13,0.937,24.66,0.29878145598809924
UGC04238,28.3,22969,UGC04238,0.0144816739484667,9.422319,23.8,LT,54.56680014824842,54.56680014824842,0.5186303745705056,1.334647140194287,424.0,52.134026214480116,UGC04238,,13.34,0.36,74.0,1.268,33.02,1.112318237486506
UGC04241,13.2,22890,UGC04241,0.0085668014362454,9.520206,20.691893,LT,18.01598231676665,18.01598231676665,0.7326827795404397,0.9527859079174794,92.0,30.84048517048344,UGC04241,,12.4,0.399,144.62,6.905,40.62,2.0942729209744595
UGC04305,123.0,23324,UGC04305,0.0660417899489402,8.204948,3.45,LT,192.00538894663055,192.00538894663055,0.6406070198070787,24.68542877049596,17680.0,237.75044381618468,UGC04305,,11.95,0.782,32.55,0.825,101.45,14.54318669434852
UGC04306,5.2,23239,UGC04306,0.0084104398265481,9.840674,36.0,LT,12.527871500045265,12.527871500045265,0.4150745000841693,0.13207178310546913,210.0,30.27758337557316,UGC04306,,12.68,0.385,136.29,1.614,5.63,0.10213793116535594
UGC04390,28.5,23731,UGC04390,0.0124113420024514,9.449012,33.4,LT,41.08032433930536,41.08032433930536,0.6937627795876821,0.6233078076569498,685.0,44.68083120882504,UGC04390,,13.14,0.724,67.75,2.247,55.43,0.8659135784066349
UGC04393,16.5,23660,UGC04393,0.0132684065029025,8.712221000000001,13.5,LT,18.18446278753515,18.18446278753515,0.9073680203140346,0.2871901068773613,612.0,47.766263410449,UGC04393,,13.09,0.424,53.26,2.899,29.6,0.3680011759121166
UGC04413,24.5,23840,UGC04413,0.0128179574385285,8.751183000000001,31.77,LT,30.874946103066215,30.874946103066215,0.7935236524207855,0.788141866739019,93.0,46.1446467787026,UGC04413,,15.24,0.171,106.7,1.159,28.34,0.6511936006817433
UGC04426,38.3,23769,UGC04426,0.0156249543651938,7.9818487,9.77,LT,52.696094429359945,52.696094429359945,0.7268090816738199,0.8206211307506739,481.0,56.24983571469768,UGC04426,,15.43,0.633,9.15,0.712,30.2,0.46219243097109947
UGC04483,25.9,24213,UGC04483,0.0094366697594523,6.507841,3.56,LT,17.430107472614967,17.430107472614967,1.4859346128927986,0.4646238861279077,183.0,33.97201113402828,UGC04483,,15.87,0.504,175.11,0.44,20.88,0.26754955163680955
UGC04499,32.2,24242,UGC04499,0.0157332625240087,8.6486435,17.3,LT,40.27725539996954,40.27725539996954,0.7994586443450751,0.6540364139846039,204.0,56.63974508643132,UGC04499,,13.47,0.562,161.53,1.851,48.03,0.6968360462218396
UGC04514,25.8,24351,UGC04514,0.0151991313323378,8.852808999999999,17.3,LT,44.28277376256001,44.28277376256001,0.5826193304497393,0.38662259614846584,455.0,54.716872796416084,UGC04514,,13.63,0.331,71.55,1.136,33.2,0.35536739180866744
UGC04543,32.3,24493,UGC04543,0.0105152279138565,8.884238,28.0,LT,34.67576028570612,34.67576028570612,0.931486425499214,0.629996717702324,421.0,37.854820489883394,UGC04543,,13.73,0.683,168.06,2.362,53.83,0.7499496531162341
UGC04549,19.2,24545,UGC04549,0.010491045191884,9.394264,21.847425,LT,16.980061962169483,16.980061962169483,1.1307379232641435,1.1828968140019263,466.0,37.7677626907824,UGC04549,,12.79,0.88,172.77,1.339,21.0,0.924138135939005
UGC04550,12.2,24490,UGC04550,0.0175719000399112,9.574839,27.3,LT,Bad Decomp,,,,,63.258840143680324,UGC04550,,13.13,0.185,4.44,2.706,17.0,
UGC04551,8.6,24528,UGC04551,0.0142501294612884,10.192671,27.643934,ET,Bad Decomp,,,,,51.30046606063824,UGC04551,,11.92,0.752,114.21,3.051,6.16,
UGC04559,13.9,24530,UGC04559,0.0311041828244924,10.216601,36.1,LT,Bad Decomp,,,,,111.97505816817264,UGC04559,,12.51,0.231,51.13,1.6,15.79,
UGC04621,9.8,24829,UGC04621,0.0092218657955527,9.37943,25.5,LT,12.20627980618841,12.20627980618841,0.80286542301214,2.0015252631534066,226.0,33.198716863989716,UGC04621,,12.32,0.501,146.14,7.026,28.14,4.105169162181987
UGC04623,32.7,24947,UGC04623,0.0245368462055921,10.619979,40.36,LT,51.695614988729794,51.695614988729794,0.6325488149648468,2.6991275748319277,613.0,88.33264634013156,UGC04623,,12.14,0.292,57.45,0.862,37.5,2.210949848322352
UGC04628,21.9,24887,UGC04628,0.0105881160125136,8.432249,17.3,LT,24.75906726974619,24.75906726974619,0.8845244354887405,0.4022284964647195,150.0,38.11721764504896,UGC04628,,14.84,0.229,73.9,0.95,25.26,0.33138590413238156
UGC04659,23.8,25012,UGC04659,0.0118527393788099,9.143906,34.51,LT,Bad Decomp,,,,,42.66986176371564,UGC04659,,14.49,0.338,115.17,1.68,32.76,
UGC04701,26.7,25371,UGC04701,0.0107354130595922,9.168766,33.88,LT,26.151214587339695,26.151214587339695,1.0209850831527336,0.4574389906209618,311.0,38.64748701453192,UGC04701,,14.15,0.694,121.05,2.539,32.69,0.4000449599625266
UGC04704,69.4,25232,UGC04704,0.0301174856722354,8.2539425,10.0,LT,Bad Decomp,,,,,108.42294842004743,UGC04704,,14.62,0.155,114.78,1.085,62.85,
UGC04714,15.3,25427,UGC04714,0.0097458269447088,9.21002,21.847425,LT,25.46143384970763,25.46143384970763,0.6009088133178992,1.4552833632011437,384.0,35.08497700095168,UGC04714,,13.4,0.713,87.65,1.487,20.18,1.3710372674789486
UGC04722,29.9,25292,UGC04722,0.0121288252994418,8.416902,22.7,LT,Bad Decomp,,,,,43.66377107799048,UGC04722,,15.06,0.22,30.39,1.204,27.8,
UGC04725,15.4,25318,UGC04725,0.0087865572422742,8.291314,41.3,LT,Bad Decomp,,,,,31.631606072187118,UGC04725,,16.34,0.132,67.49,1.306,19.34,
UGC04753,18.4,25472,UGC04753,0.0124973738566041,9.09652,27.93,LT,20.00168004640937,20.00168004640937,0.9199227243565024,1.393268419090272,58.0,44.99054588377476,UGC04753,,14.77,0.131,32.05,1.041,24.07,1.301862222340949
UGC04777,25.5,25562,UGC04777,0.014119479805231,9.046811,25.5,LT,Bad Decomp,,,,,50.830127298831606,UGC04777,,14.57,0.204,139.52,0.731,30.04,
UGC04787,23.9,25644,UGC04787,0.0140870092436671,8.051538,7.98,LT,Bad Decomp,,,,,50.71323327720156,UGC04787,,14.2,0.337,5.88,0.809,27.62,
UGC04797,36.4,25679,UGC04797,0.0173308029770851,8.95085,17.0,,All NaN,,,,,62.39089071750636,UGC04797,,13.8,0.873,55.6,1.236,43.66,
UGC04800,19.4,25781,UGC04800,0.0129962703213095,9.497902,37.3,LT,21.70273821677665,21.70273821677665,0.8938964201762989,0.3719746641292965,238.0,46.786573156714205,UGC04800,,13.95,0.331,118.19,1.004,21.95,0.3006201722252599
UGC04824,34.0,25910,UGC04824,0.0193561427295207,9.603244,35.3,LT,22.827800465114976,22.827800465114976,1.4894120023502997,0.5977352709266339,353.0,69.68211382627452,UGC04824,,13.46,0.254,98.8,0.952,38.02,0.4774347689208115
UGC04834,21.7,25919,UGC04834,0.0088678579777479,8.343449,20.7,,18.599161484630425,18.599161484630425,1.1667192640878987,0.4959345846935015,191.0,31.924288719892438,UGC04834,,15.41,0.543,127.0,1.403,25.57,0.41741432951325985
UGC04837,26.8,25940,UGC04837,0.0154460966587066,8.906089999999999,25.5,,39.93720981066089,39.93720981066089,0.6710533892341667,0.4056320114814833,548.0,55.60594797134376,UGC04837,,15.04,0.586,172.64,0.731,24.78,0.2678987538515767
UGC04841,49.9,26071,UGC04841,0.0123259015381336,9.319436,23.8,LT,fit fail,,,1.2886946839498143,158.0,44.37324553728096,UGC04841,,12.67,0.754,133.2,1.318,61.97,1.1431492923614373
UGC04845,21.0,25956,UGC04845,0.0113715259358286,9.397134,34.67,LT,16.633928495059216,16.633928495059216,1.2624798769717953,2.5853087120462166,219.0,40.93749336898296,UGC04845,,13.9,0.371,103.21,1.613,24.92,2.191356908305841
UGC04867,27.3,26068,UGC04867,0.0140546085312962,9.539255,45.71,LT,27.648608408886236,27.648608408886236,0.9873914663721668,0.47645341009831577,821.0,50.59659071266632,UGC04867,,13.71,0.691,81.26,2.684,45.16,0.5629679748833055
UGC04871,26.7,26083,UGC04871,0.0127884745597839,8.636363000000001,28.58,,Bad Decomp,,,,,46.03850841522204,UGC04871,,15.12,0.541,4.44,1.017,29.58,
UGC04878,16.7,26108,UGC04878,0.0130562605336308,8.229435,28.813763,LT,Bad Decomp,,,,,47.002537921070875,UGC04878,,16.03,0.233,28.0,1.112,23.14,
UGC04922,,26304,UGC04922,0.0123259015381336,9.53435,34.4,,Bad Decomp,,,,,44.37324553728096,UGC04922,,13.4,0.466,58.99,1.287,53.17,
UGC04953,21.3,26412,UGC04953,0.0129663804545998,8.472717,33.465709999999994,LT,Bad Decomp,,,,,46.67896963655928,UGC04953,,15.67,0.3,119.17,1.223,20.29,
UGC04970,11.3,26495,UGC04970,0.0124973738566041,9.574949,42.1,LT,Bad Decomp,,,,,44.99054588377476,UGC04970,,14.47,0.117,103.94,1.131,13.27,
UGC04982,13.0,26563,UGC04982,0.0095239859074354,9.899903,43.65,LT,Bad Decomp,,,,,34.28634926676744,UGC04982,,13.26,0.302,3.61,0.584,15.28,
UGC04988,17.0,26575,UGC04988,0.0093933129683136,8.906328,24.751411,,20.928896453262954,20.928896453262954,0.8122740746490523,0.604684051795469,326.0,33.815926685928964,UGC04988,,14.7,0.661,58.74,1.068,19.09,0.4850175860830043
UGC05004,19.8,26663,UGC05004,0.0101348850876092,8.928535,28.23582,LT,20.90642119525388,20.90642119525388,0.9470774464495599,0.7462411227490547,372.0,36.485586315393114,UGC05004,,14.82,0.628,123.15,1.197,22.36,0.6019463024772317
UGC05015,29.1,26741,UGC05015,0.0134220467880368,9.105036,25.32796,LT,All NaN,,,,,48.319368436932486,UGC05015,,13.96,0.79,26.99,2.193,40.26,
UGC05020,22.8,26752,UGC05020,0.016975350677967,9.212051,29.6,LT,24.22319656194253,24.22319656194253,0.9412465419952651,0.8620357847847382,286.0,61.111262440681195,UGC05020,,14.24,0.255,75.76,1.267,26.15,0.7062103938634369
UGC05047,21.6,26899,UGC05047,0.0117982821539044,7.957598700000001,10.313358,LT,Bad Decomp,,,,,42.47381575405584,UGC05047,,15.28,0.198,159.71,1.155,30.51,
UGC05050,9.5,27026,UGC05050,0.0089499121531844,9.320836,26.9,LT,Bad Decomp,,,,,32.21968375146384,UGC05050,,13.85,0.251,53.23,1.349,11.34,
UGC05076,23.3,27091,UGC05076,0.0087663484737277,8.268313000000001,11.460401,LT,All NaN,,,,,31.558854505419717,UGC05076,,14.96,0.917,117.4,0.758,20.42,
UGC05107,26.1,27248,UGC05107,0.0090744160115718,8.939528999999999,33.6,LT,11.103777607818586,11.103777607818586,2.3505513998787237,1.2763084713955768,86.0,32.66789764165848,UGC05107,,14.82,0.222,44.61,1.364,34.42,1.2022588282823141
UGC05114,23.8,27596,UGC05114,0.0115297203883528,8.060088,14.86,LT,fit fail,,,1.3143833298614478,39.0,41.50699339807008,UGC05114,,15.21,0.559,148.76,0.902,16.3,0.642990644560072
UGC05139,,27605,UGC05139,0.0277855340391397,7.630834599999999,3.98,LT,fit fail,,,,4066.0,100.02792254090292,UGC05139,,13.36,0.952,155.15,0.586,93.36,2.001227003827367
UGC05172,26.3,27709,UGC05172,0.012729718349874,9.008412,25.0,,All NaN,,,,,45.8269860595464,UGC05172,,15.05,0.621,18.26,1.583,28.99,
UGC05179,12.7,27788,UGC05179,0.0094802277162671,8.930339,23.003832,ET,Bad Decomp,,,,,34.128819778561564,UGC05179,,13.95,0.686,117.16,5.185,29.19,
UGC05203,29.0,28098,UGC05203,0.0146831357851624,8.713495,23.8,LT,Bad Decomp,,,,,52.85928882658464,UGC05203,,14.71,0.114,79.99,1.16,35.7,
UGC05228,24.9,28010,UGC05228,0.0189591441303491,9.760063,28.2,LT,39.06999664591237,39.06999664591237,0.6373176897266286,2.048781495414575,267.0,68.25291886925676,UGC05228,,12.52,0.277,121.35,1.286,27.62,1.6232743804747727
UGC05238,27.0,28087,UGC05238,0.0115829389542341,9.528526,36.5,LT,30.346783929815906,30.346783929815906,0.8897153669543325,2.2871172927173093,242.0,41.698580235242765,UGC05238,,13.91,0.379,52.03,1.685,31.7,1.9180322269613415
UGC05245,36.3,28136,UGC05245,0.0150597831234335,8.698402999999999,21.0,LT,Bad Decomp,,,,,54.2152192443606,UGC05245,,14.74,0.147,158.59,1.558,53.17,
UGC05249,38.5,28148,UGC05249,0.0195352416485548,9.22256,28.2,LT,45.00942658179464,45.00942658179464,0.8553763716592744,1.170309410439353,373.0,70.32686993479727,UGC05249,,13.7,0.21,16.48,1.26,43.73,0.9494922174121133
UGC05272,38.4,28317,UGC05272,0.0133603792637586,7.8308625,10.0,LT,Bad Decomp,,,,,48.09736534953096,UGC05272,,14.37,0.384,118.11,0.932,44.4,
UGC05336,59.3,28757,UGC05336,0.0206927731633186,7.126733,3.8,LT,fit fail,,,0.06985095936443668,1905.0,74.49398338794695,UGC05336,Fit uncertain,13.17,0.738,56.04,1.734,205.77,0.17312975076391396
UGC05340,29.4,28714,UGC05340,0.0163990519940853,7.659231,10.0,LT,20.507541343629892,20.507541343629892,1.4336189554547603,1.102278377430608,134.0,59.03658717870709,UGC05340,,15.28,0.604,24.01,0.893,28.32,0.758418941905608
UGC05347,14.7,28741,UGC05347,0.0114503502845764,9.274446,33.6,LT,Bad Decomp,,,,,41.22126102447504,UGC05347,,14.46,0.112,18.01,1.024,18.51,
UGC05349,32.1,28795,UGC05349,0.0187421198934316,8.955666,23.0,LT,Bad Decomp,,,,,67.47163161635376,UGC05349,,13.87,0.299,37.87,1.127,38.69,
